Title,Year,citations,Scientific Entity Disambigious
Proceedings of the 15th {E}uropean Workshop on Natural Language Generation ({ENLG}),2015,0,"15th european workshop, nli (natural language inference)"
A Simple Surface Realization Engine for {T}elugu,2015,6,"atlas grounding, sri"
Input Seed Features for Guiding the Generation Process: A Statistical Approach for {S}panish,2015,4,"rich features, direct process, statistical method, spanish"
A Domain Agnostic Approach to Verbalizing n-ary Events without Parallel Corpora,2015,0,"open domain approach, verbalex, n-ary events, parallel corpora"
Inducing Clause-Combining Rules: A Case Study with the {SP}a{RK}y Restaurant Corpus,2015,4,"clause-combining rules, sparky restaurant corpus"
Reading Times Predict the Quality of Generated Text Above and Beyond Human Ratings,2015,3,"reading times, quality of grammar, human factor"
Moving Targets: Human References to Unstable Landmarks,2015,0,"human text, fewrel"
A Framework for the Generation of Computer System Diagnostics in Natural Language using Finite State Methods,2015,4,"aims, 1, diagnostics, natural language, finite-state methods"
A Snapshot of {NLG} Evaluation Practices 2005 - 2014,2015,28,"nli (natural language inference), data strategies, 1952, 2018"
{J}apanese Word Reordering Executed Concurrently with Dependency Parsing and Its Evaluation,2015,0,"japanese word reordering, dependency parsing, audit"
Sentence Ordering in Electronic Navigational Chart Companion Text Generation,2015,2,"sentence parts, electronic navigational chart, text inference"
Natural Language Generation from Pictographs,2015,8,"natural language layer, pictographs"
Translating {I}talian to {LIS} in the Rail Stations,2015,1,"italy, french sign language (lsf), rail stations"
Response Generation in Dialogue Using a Tailored {PCFG} Parser,2015,3,"response ranking, dialogue, lfg parser"
Generating R{\'e}cit from Sensor Data: Evaluation of a Task Model for Story Planning and Preliminary Experiments with {GPS} Data,2015,3,"r'ecit, data, task model, storyboarding, preliminary experiment, gps data"
Generating and Evaluating Landmark-Based Navigation Instructions in Virtual Environments,2015,5,"landmark-based navigation instructions, virtual world, api, create"
Summarising Unreliable Data,2015,0,biased data
Generating Descriptions of Spatial Relations between Objects in Images,2015,5,"views, spatial relations, objects, photo"
"Towards Flexible, Small-Domain Surface Generation: Combining Data-Driven and Grammatical Approaches",2015,0,"coil, cross-domain samples, data-driven approach, language approach"
{JS}real{B}: A Bilingual Text Realizer for Web Programming,2015,12,"jmdict, text entry methods, web content"
A Game-Based Setup for Data Collection and Task-Based Evaluation of Uncertain Information Presentation,2015,4,"game-based setup, data shift, task-based evaluation, uncertain data"
Generating Referential Descriptions Involving Relations by a Best-First Searching Procedure {--} A System Demo,2015,0,"referential it, art, best-first search algorithm, system demo"
"Generating Image Descriptions with Gold Standard Visual Inputs: Motivation, Evaluation and Baselines",2015,11,"image pairs, gold standard dataset, bias, audit, baselines"
Designing an Algorithm for Generating Named Spatial References,2015,9,"algorithm, named entity tags"
Narrative Generation from Extracted Associations,2015,4,"multilogue, keystone role"
Topic Transition Strategies for an Information-Giving Agent,2015,5,"combined topic models, information-giving agent"
Creating Textual Driver Feedback from Telemetric Data,2015,8,"affect bursts analysis, telemetric data"
A Personal Storytelling about Your Favorite Data,2015,4,"personal stories, data"
Proceedings of the First Workshop on Computing News Storylines,2015,0,2nd workshop on computing news storylines
Interactions between Narrative Schemas and Document Categories,2015,5,"narrative schema, document impact"
Improving Event Detection with {A}bstract {M}eaning {R}epresentation,2015,30,"event tracking, concrete concept meaning"
News clustering approach based on discourse text structure,2015,4,"news clustering approach, text structure knowledge"
To Do or Not to Do: the Role of Agendas for Action in Analyzing News Coverage of Violent Conflict,2015,3,"agendas for action, news field, armed conflicts"
{M}edia{M}eter: A Global Monitor for Online News Coverage,2015,1,"echogen, focus group, online news"
Expanding the horizons: adding a new language to the news personalization system,2015,1,"causes, language, news personalization system"
Storylines for structuring massive streams of news,2015,34,"storylines, structuring, noiseqa, news"
From {T}ime{L}ines to {S}tory{L}ines: A preliminary proposal for evaluating narratives,2015,8,"timelines, storylines, initial report, predicting empathy"
Cross-Document Non-Fiction Narrative Alignment,2015,3,"cross-database, non-fiction, multilogue"
Proceedings of the 2nd Workshop on Natural Language Processing Techniques for Educational Applications,2015,0,"3rd workshop, natural language processing tools, educational systems"
Overview of the {NLP}-{TEA} 2015 Shared Task for {C}hinese Grammatical Error Diagnosis,2015,2,"nlp-tea 2016 shared task, chinese grammatical error"
{C}hinese Grammatical Error Diagnosis by Conditional Random Fields,2015,10,"chinese grammatical error, range, conditional random fields"
{NTOU} {C}hinese Grammar Checker for {CGED} Shared Task,2015,7,"ntou, amharic grammar checker, ud shared task"
Collocation Assistant for Learners of {J}apanese as a Second Language,2015,0,"collocation assistant, learners, japan, second language"
Semi-automatic Generation of Multiple-Choice Tests from Mentions of Semantic Relations,2015,3,"semi-automatic system, multiple-choice tests, sts, semantic relations"
Interactive Second Language Learning from News Websites,2015,4,"second language learning, website"
Bilingual Keyword Extraction and its Educational Application,2015,2,"bilingual keyword extraction, educational systems"
Annotating Entailment Relations for Shortanswer Questions,2015,2,"entailment, shortanswer questions"
An Automated Scoring Tool for {K}orean Supply-type Items Based on Semi-Supervised Learning,2015,0,"writing tool, korean supply-type items, un-supervised learning"
A System for Generating Multiple Choice Questions: With a Novel Approach for Sentence Selection,2015,16,"aid, multiple choice question, novel words, sentence level"
The {``}News Web Easy{''} news service as a resource for teaching and learning {J}apanese: An assessment of the comprehension difficulty of {J}apanese sentence-end expressions,2015,0,"""news web easy"" news service, health, learning music, audit, language tests, sentence-end expressions"
Grammatical Error Correction Considering Multi-word Expressions,2015,1,"spelling error detection, multi-word expression"
Salinlahi {III}: An Intelligent Tutoring System for {F}ilipino Heritage Language Learners,2015,0,"salinlahi iii, tutoring systems, german language learners"
Using Finite State Transducers for Helping Foreign Language Learning,2015,1,"finite state transducers, english language"
{C}hinese Grammatical Error Diagnosis Using Ensemble Learning,2015,18,"chinese grammatical error, range, ensemble learning"
Condition Random Fields-based Grammatical Error Detection for {C}hinese as Second Language,2015,7,"condition random fields, spelling error detection, chinese as second language"
Improving {C}hinese Grammatical Error Correction with Corpus Augmentation and Hierarchical Phrase-based Statistical Machine Translation,2015,7,"chinese grammatical error, corpus augmentation, phrase-based machine translation systems"
{C}hinese Grammatical Error Diagnosis System Based on Hybrid Model,2015,6,"chinese grammatical error, hybrid model"
Proceedings of the Workshop on Noisy User-generated Text,2015,0,workshop on noisy user-generated text
Minority Language {T}witter: Part-of-Speech Tagging and Analysis of {I}rish Tweets,2015,26,"twitter language, part-of-speech tagged, test, troll tweets"
Challenges of studying and processing dialects in social media,2015,47,"sex, api, dialect, social media"
Toward Tweets Normalization Using Maximum Entropy,2015,12,"tweets, normalization, entropy rate"
Five Shades of Noise: Analyzing Machine Translation Errors in User-Generated Text,2015,10,"noise, keyboard layout errors, user-generated text"
A Normalizer for {UGC} in {B}razilian {P}ortuguese,2015,8,"humanizing, ugc, brazilian portuguese"
{USFD}: {T}witter {NER} with Drift Compensation and Linked Data,2015,12,"usf, twitter ner, shape bias, web data"
{NRC}: Infused Phrase Vectors for Named Entity Recognition in {T}witter,2015,10,"upc, phraseout, recognizing entity, twitter"
{IITP}: Multiobjective Differential Evolution based {T}witter Named Entity Recognition,2015,8,"iitp, multiobjective optimization, twitter, recognizing entity"
Data Adaptation for Named Entity Recognition on Tweets with Features-Rich {CRF},2015,2,"data variance, recognizing entity, tweets, features-rich crf"
{H}allym: Named Entity Recognition on {T}witter with Word Representation,2015,6,"hbert, recognizing entity, twitter, word types"
{IHS}{\_}{RD}: Lexical Normalization for {E}nglish Tweets,2015,13,"ihs_rd, lexical polarity, english tweets"
{B}ekli:A Simple Approach to {T}witter Text Normalization.,2015,14,"bekli, social text normalization"
{NCSU}-{SAS}-Ning: Candidate Generation and Feature Engineering for Supervised Lexical Normalization,2015,24,"uit-hse, state generation, feature-engineering, lexical weighting"
{DCU}-{ADAPT}: Learning Edit Operations for Microblog Normalisation with the Generalised Perceptron,2015,4,"dcu-adapt, edit scripts, microblog normalization, structured perceptron"
{LYSGROUP}: Adapting a {S}panish microtext normalization system to {E}nglish.,2015,8,"semspace, spanish microtext normalization, latin"
{IITP}: Hybrid Approach for Text Normalization in {T}witter,2015,15,"iitp, hybrid approach, text normalization, twitter"
{NCSU}{\_}{SAS}{\_}{WOOKHEE}: A Deep Contextual Long-Short Term Memory Model for Text Normalization,2015,24,"deep contextual long-short term memory model, text normalization, cia_nitt"
{USZEGED}: Correction Type-sensitive Normalization of {E}nglish Tweets Using Efficiently Indexed n-gram Statistics,2015,8,"uszeged, correction type-sensitive normalization, english tweets, large corpus n-gram statistics"
Shared Tasks of the 2015 Workshop on Noisy User-generated Text: {T}witter Lexical Normalization and Named Entity Recognition,2015,152,"workshop on noisy user-generated text, shared task, lexical polarity, recognizing entity"
Enhancing Named Entity Recognition in {T}witter Messages Using Entity Linking,2015,31,"recognizing entity, twitter post, node linking"
Improving {T}witter Named Entity Recognition using Word Representations,2015,14,"twitter, recognizing entity, word types"
Multimedia Lab @ {ACL} {WNUT} {NER} Shared Task: Named Entity Recognition for {T}witter Microposts using Distributed Word Representations,2015,175,"class library, qalb shared task, recognizing entity, twitter bios, distributed word models"
{NCSU}{\_}{SAS}{\_}{SAM}: Deep Encoding and Reconstruction for Normalization of Noisy Text,2015,15,"cia_nitt, deepl, layout, normalization, noisy sms"
Learning finite state word representations for unsupervised {T}witter adaptation of {POS} taggers,2015,0,"sparse word representations, unsupervised lexicon, pos tagger"
Towards {POS} Tagging for {A}rabic Tweets,2015,2,"pos tagging, troll tweets"
Proceedings of the 4th Workshop on Linked Data in Linguistics: Resources and Applications,2015,0,"3rd workshop, web data, biology, resources, art"
From {DB}pedia and {W}ord{N}et hierarchies to {L}inked{I}n and {T}witter,2015,1,"dbpedia, topic hierarchies, linkedin, twitter"
A Linked Data Model for Multimodal Sentiment and Emotion Analysis,2015,9,"linked data graph, bimodal sentiment analysis, affect analysis"
Seeing is Correcting: curating lexical resources using social interfaces,2015,7,"curating, lexical access, social behavior"
Sar-graphs: A Linked Linguistic Knowledge Resource Connecting Facts with Language,2015,5,"c-graphs, deep linguistic databank, lies, language"
Reconciling Heterogeneous Descriptions of Language Resources,2015,9,"heterogeneous web, language resources"
{RDF} Representation of Licenses for Language Resources,2015,27,"rdf data, cats, language resources"
Linking Four Heterogeneous Language Resources as Linked Data,2015,6,"heterogeneous languages, web data"
{EVAL}ution 1.0: an Evolving Semantic Dataset for Training and Evaluation of Distributional Semantic Models,2015,71,"termopl, novel dataset, test, audit, distributional semantic models"
Linguistic Linked Data in {C}hinese: The Case of {C}hinese {W}ordnet,2015,5,"linguistic linked data, pinyin, chinese wordnet"
Proceedings of the Fourth Workshop on Hybrid Approaches to Translation ({H}y{T}ra),2015,0,"sixth workshop, hybrid approaches, bilingual, hytra"
Bootstrapping a hybrid deep {MT} system,2015,5,"bootstrapping, hybrid mt system"
Multi-system machine translation using online {API}s for {E}nglish-{L}atvian,2015,5,"multi-system machine translation, apis, latin, greek"
What a Transfer-Based System Brings to the Combination with {PBMT},2015,6,"level-based system, coil, phrase-based mt (machine translation)"
Establishing sentential structure via realignments from small parallel corpora,2015,0,"sentential amr, realignment, large parallel corpora"
Passive and Pervasive Use of Bilingual Dictionary in Statistical Machine Translation,2015,4,"bilingual dictionary, statistic machine translation"
Automated Simultaneous Interpretation: Hints of a Cognitive Framework for Machine Translation,2015,0,"dual interpretation, cognitive view, machine translation"
A fuzzier approach to machine translation evaluation: A pilot study on post-editing productivity and automated metrics in commercial settings,2015,10,"common basis, machine translation, pilot study, post-editor productivity, automatic metrics, photo albums"
A Methodology for Bilingual Lexicon Extraction from Comparable Corpora,2015,1,"methodology, bilingual lexica, comparable corpora"
Ongoing Study for Enhancing {C}hinese-{S}panish Translation with Morphology Strategies,2015,2,"spanish-basque translation, morphology, jaw"
{B}aidu Translate: Research and Products,2015,9,"baidu, health, maps"
On Improving the Human Translation Process by Using {MT} Technologies under a Cognitive Framework,2015,0,"process of translation, mt solutions, cognitive view"
Towards a shared task for shallow semantics-based translation (in an industrial setting),2015,0,"shared task, syntax-directed translator, industry scale"
Proceedings of the 3rd Workshop on Continuous Vector Space Models and their Compositionality,2015,0,"3rd workshop, emotive vector space models, compositionality"
Learning Embeddings for Transitive Verb Disambiguation by Implicit Tensor Factorization,2015,11,"embeddings, verb disambiguation, tensor factorization"
Recursive Neural Networks Can Learn Logical Semantics,2015,104,"recursive neural network, prior semantics"
Concept Extensions as the Basis for Vector-Space Semantics: Combining Distributional and Ontological Information about Entities,2015,0,"conceptors, vector-space semantics, scientific data, ontological ascent, entities"
Joint Semantic Relevance Learning with Text Data and Graph Knowledge,2015,26,"joint textual modeling, raw text, graph knowledge"
Exploring the effect of semantic similarity for Phrase-based Machine Translation,2015,0,"semantic loss, word-level machine translation"
Incremental Adaptation Strategies for Neural Network Language Models,2015,16,"incremental adaptation, neural language model"
Observed versus latent features for knowledge base and text inference,2015,294,"gloss overlaps, latent, knowledge base, text inference"
Proceedings of the Fifth Named Entity Workshop,2015,0,sixth named entity workshop
Whitepaper of {NEWS} 2015 Shared Task on Machine Transliteration,2015,7,"news 2016 shared task, machine transliteration"
Report of {NEWS} 2015 Machine Transliteration Shared Task,2015,4,"machine transliteration shared task, cut, news"
How do you spell that? A journey through word representations,2015,0,"word types, agency, lie"
Boosting Named Entity Recognition with Neural Character Embeddings,2015,283,"recognizing entity, neural word embeddings"
Regularity and Flexibility in {E}nglish-{C}hinese Name Transliteration,2015,0,"centrality, bias, to-korean transliteration"
{HAREM} and Klue: how to put two tagsets for named entities annotation together,2015,2,"harem, klue, tagset, entities: annotation"
Semi-supervised Learning for {V}ietnamese Named Entity Recognition using Online Conditional Random Fields,2015,3,"un-supervised learning, chinese named entity, condition random fields"
Boosting {E}nglish-{C}hinese Machine Transliteration via High Quality Alignment and Multilingual Resources,2015,7,"english-chinese transliteration, low data vqa, multilingual sources"
Neural Network Transduction Models in Transliteration Generation,2015,23,"neural network, transduction models, transliteration model"
A Hybrid Transliteration Model for {C}hinese/{E}nglish Named Entities {---}{BJTU}-{NLP} Report for the 5th Named Entities Workshop,2015,4,"ne transliteration tool, chinese/english named entities, gwu-hasp, 5th named entities workshop"
Multiple System Combination for Transliteration,2015,15,"multiple system, coil, transliteration"
Data representation methods and use of mined corpora for {I}ndian language transliteration,2015,10,"data mining methods, ud corpora, transliteration"
{NCU} {IISR} {E}nglish-{K}orean and {E}nglish-{C}hinese Named Entity Transliteration Using Different Grapheme Segmentation Approaches,2015,4,"ncrf, thai-english, named entity transliteration, source graphemes"
"Proceedings of the 9th {SIGHUM} Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities ({L}a{T}e{CH})",2015,0,"paclic 27 workshop, language technology, cultural heritage, social sciences, humanities, latech"
Catching the Red Priest: Using Historical Editions of Encyclopaedia Britannica to Track the Evolution of Reputations,2015,0,"star mt, historical texts, encyclopaedia britannica, evolution of reputations"
Five Centuries of Monarchy in {K}orea: Mining the Text of the Annals of the {J}oseon Dynasty,2015,3,"scope, korea, text mining, annals of the joseon dynasty"
Analyzing Sentiment in Classical {C}hinese Poetry,2015,11,"i, classical chinese poems"
Measuring the Structural and Conceptual Similarity of Folktales using Plot Graphs,2015,2,"structural traits, conceptions, folktales, word graphs"
Towards Annotating Narrative Segments,2015,5,annotating causality
Ranking Relevant Verb Phrases Extracted from Historical Text,2015,2,"rank, relevant verb phrases, thai text"
Ranking election issues through the lens of social media,2015,1,"policy issues, social media, rank"
Word Embeddings Pointing the Way for Late Antiquity,2015,10,"word embeddings, late antiquity"
Enriching Interlinear Text using Automatically Constructed Annotators,2015,5,"interlinear text, many annotators"
Automatic interlinear glossing as two-level sequence classification,2015,5,"interlinear glossing, two-level sequence classification"
"Enriching Digitized Medieval Manuscripts: Linking Image, Text and Lexical Knowledge",2015,0,"digitized medieval manuscripts, 3d, text, lexical cues"
A preliminary study on similarity-preserving digital book identifiers,2015,0,"initial study, index-preserving, identifiers"
When Translation Requires Interpretation: Collaborative Computer{--}Assisted Translation of Ancient Texts,2015,1,"bilingual, imagery, computer-aided translation, ancient texts"
Integrating Query Performance Prediction in Term Scoring for Diachronic Thesaurus,2015,2,"query segmentation, my term, diachronic thesaurus"
{M}inoan linguistic resources: The {L}inear {A} Digital Corpus,2015,1,"minoan linguistic resources, media res"
Lexicon-assisted tagging and lemmatization in {L}atin: A comparison of six taggers and two lemmatization methods,2015,17,"lexicon-driven parsing, lemmatizing, latin, taggers, lemmatization tools"
Proceedings of the {ACL} 2015 Workshop on Novel Computational Approaches to Keyphrase Extraction,2015,0,"acl workshop, computational model, keyphrase extraction"
"Keywords, phrases, clauses and sentences: topicality, indicativeness and informativeness at scales",2015,2,"tag : scientific concept, 生成, basis, nut, topically, givenness, informativeness, in"
Technical Term Extraction Using Measures of Neology,2015,1,"similar term discovery, neology"
Counting What Counts: Decompounding for Keyphrase Extraction,2015,2,"decompose, keyphrase extraction"
The Web as an Implicit Training Set: Application to Noun Compounds Syntax and Semantics,2015,0,"the web, implicit training set, flow, noun compound types, logic"
Reducing Over-generation Errors for Automatic Keyphrase Extraction using Integer Linear Programming,2015,13,"digitization errors, arabic keyphrase extraction, linear programming"
{T}witt{D}ict: Extracting Social Oriented Keyphrase Semantics from {T}witter,2015,4,"tweetsum, paraphrase retrieval task, twitter"
Identification and Classification of Emotional Key Phrases from Psychological Texts,2015,0,"sentiment word, economic texts"
Proceedings of the 1st Workshop on Semantics-Driven Statistical Machine Translation ({S}2{MT} 2015),2015,0,"zoom, semantics-based machine translation, s2mt 2015"
Round trips with meaning stopovers,2015,0,"round trips, meaning stopovers"
Conceptual Annotations Preserve Structure Across Translations: A {F}rench-{E}nglish Case Study,2015,21,"concept annotation, forms, translate, english-irish case study"
Integrating Case Frame into {J}apanese to {C}hinese Hierarchical Phrase-based Translation Model,2015,0,"case frame, japan, pinyin, phrase-based translation"
A Discriminative Model for Semantics-to-String Translation,2015,6,"discriminative model, dependency-to-string model"
Proceedings of the Eighth Workshop on Building and Using Comparable Corpora,2015,0,"sixth workshop, building and using comparable corpora"
Augmented Comparative Corpora and Monitoring Corpus in {C}hinese: {LIVAC} and Sketch Search Engine Compared,2015,1,"textual corpora, filtering corpus, pinyin, asap, item search engine"
A Factory of Comparable Corpora from {W}ikipedia,2015,25,"zoom, comparable corpora, wikipedia"
Knowledge-lean projection of coreference chains across languages,2015,20,"knowledge-lean projection, coreference chains, languages"
Projective methods for mining missing translations in {DB}pedia,2015,1,"projective methods, mining text, dbpedia"
Attempting to Bypass Alignment from Comparable Corpora via Pivot Language,2015,7,"local alignment, comparable corpora, online pivot"
Application of a Corpus to Identify Gaps between {E}nglish Learners and Native Speakers,2015,1,"pod, adult grammar, native words"
A Generative Model for Extracting Parallel Fragments from Comparable Documents,2015,2,"generative model, coherent scenes, similar citations"
Evaluating Features for Identifying {J}apanese-{C}hinese Bilingual Synonymous Technical Terms from Patent Families,2015,0,"task, jaw, hindi-english bilingual, bilingual technical terms, patent texts"
Extracting Bilingual Lexica from Comparable Corpora Using Self-Organizing Maps,2015,1,"bilingual lexica, comparable corpora, self-organizing map"
Obtaining {SMT} dictionaries for related languages,2015,1,"e-dictionaries, similar language"
{BUCC} Shared Task: Cross-Language Document Similarity,2015,11,"bucc shared task, cross-language document similarity"
{AUT} Document Alignment Framework for {BUCC} Workshop Shared Task,2015,8,"representation framework, bucc shared task"
{LINA}: Identifying Comparable Documents from {W}ikipedia,2015,12,"tex, similar citations, wikipedia"
Proceedings of the Grammar Engineering Across Frameworks ({GEAF}) 2015 Workshop,2015,0,grammar engineering across frameworks (geaf) 2015 workshop
Grammar Engineering for a Customer: a Case Study with Five Languages,2015,4,"grammar engineering, users, case study, two languages"
Building an {HPSG}-based {I}ndonesian Resource Grammar ({INDRA}),2015,9,"hpg, indonesian resource grammar (indra)"
An {HPSG}-based Shared-Grammar for the {C}hinese Languages: {ZHONG} [|],2015,9,"hpg, shared-grammar, chinese language, zhong"
Parsing {C}hinese with a Generalized Categorial Grammar,2015,1,"pinyin, categorial grammar"
Orthography Engineering in Grammatical Framework,2015,3,"orthography engineering, grammatical view"
A Cloud-Based Editor for Multilingual Grammars,2015,1,"cloud-based editor, multilingual grammars"
Formalising the {S}wedish Constructicon in Grammatical Framework,2015,5,"swedish mt experiment, grammatical view"
Representing Honorifics via Individual Constraints,2015,2,"honorifics, voting constraints"
Resumption and Extraction in an Implemented {HPSG} of {H}ausa,2015,7,"resumption, range, hpg, hausa"
Proceedings of the Second Workshop on {A}rabic Natural Language Processing,2015,0,"sixth workshop, dutch natural language inference"
Classifying {A}rab Names Geographically,2015,2,"arab names, aims"
Deep Learning Models for Sentiment Analysis in {A}rabic,2015,77,"open learner model, link analysis, iraqi"
A Light Lexicon-based Mobile Application for Sentiment Mining of {A}rabic Tweets,2015,24,"nlp-based scripting, it strategy, troll tweets"
The Second {QALB} Shared Task on Automatic Text Correction for {A}rabic,2015,24,"qalb shared task, automatic texturing, iraqi"
Natural Language Processing for Dialectical {A}rabic: A Survey,2015,45,"natural language processing, dialectical arabic, test"
{DIWAN}: A Dialectal Word Annotation Tool for {A}rabic,2015,20,"pada, linguistic annotation tools, iraqi"
{POS}-tagging of {T}unisian Dialect Using {S}tandard {A}rabic Resources and Tools,2015,13,"pos-tag, saudi dialect, arabic language resource, maps"
A Conventional Orthography for {A}lgerian {A}rabic,2015,51,"conventional orthography, iraqi arabic"
A Pilot Study on {A}rabic Multi-Genre Corpus Diacritization,2015,16,"pilot study, arabic multi-genre corpus, diacritizer"
Annotating Targets of Opinions in {A}rabic using Crowdsourcing,2015,18,"targets of opinions, iraqi, crowdsourcing"
Best Practices for Crowdsourcing Dialectal {A}rabic Speech Transcription,2015,7,"crowdsourcing, dialectal arabic, transcription"
Joint {A}rabic Segmentation and Part-Of-Speech Tagging,2015,3,"arabic-segmentation, part-of-speech tagged"
Multi-Reference Evaluation for Dialectal Speech Recognition System: A Study for {E}gyptian {ASR},2015,3,"meta-evaluation, dialectal speech recognition system, danish asr (automatic speech recognition)"
Arib@{QALB}-2015 Shared Task: A Hybrid Cascade Model for {A}rabic Spelling Error Detection and Correction,2015,0,"cmuq@qalb-2014, hybrid cascade model, turkish text correction, tag"
{CUFE}@{QALB}-2015 Shared Task: {A}rabic Error Correction System,2015,0,"cmuq@qalb-2014, arabic common errors"
{GWU}-{HASP}-2015@{QALB}-2015 Shared Task: Priming Spelling Candidates with Probability,2015,3,"gwu-hasp, qalb-2015 shared task, spelling features, probability"
{QCMUQ}@{QALB}-2015 Shared Task: Combining Character level {MT} and Error-tolerant Finite-State Recognition for {A}rabic Spelling Correction,2015,7,"cmuq@qalb-2014, character set, error-tolerant finite-state recognition, turkish text correction"
{QCRI}@{QALB}-2015 Shared Task: Correction of {A}rabic Text for Native and Non-Native Speakers{'} Errors,2015,0,"cmuq@qalb-2014, processing of arabic text, native speakers' errors"
{SAHSOH}@{QALB}-2015 Shared Task: A Rule-Based Correction Method of Common {A}rabic Native and Non-Native Speakers{'} Errors,2015,0,"cmuq@qalb-2014, rule-based detection, common arabic native and non-native speakers' errors"
{TECHLIMED}@{QALB}-Shared Task 2015: a hybrid {A}rabic Error Correction System,2015,3,"techlimed@qalb-shared task 2015, arabic common errors"
{UMMU}@{QALB}-2015 Shared Task: Character and Word level {SMT} pipeline for Automatic Error Correction of {A}rabic Text,2015,0,"cmuq@qalb-2014, character and word-level cnns, online error detection, arabic text"
Robust Part-of-speech Tagging of {A}rabic Text,2015,7,"part-of-speech tagged, arabic text"
Answer Selection in {A}rabic Community Question Answering: A Feature-Rich Approach,2015,4,"answer choices, web question answering, feature-based method"
{EDRAK}: Entity-Centric Data Resource for {A}rabic Knowledge,2015,0,"edrak, resources, arabic community"
Proceedings of the Eighth {SIGHAN} Workshop on {C}hinese Language Processing,2015,0,"9th sighan workshop, taiwan english accent"
Sequential Annotation and Chunking of {C}hinese Discourse Structure,2015,3,"pair annotation, chunker, macro chinese discourse"
Create a Manual {C}hinese Word Segmentation Dataset Using Crowdsourcing Method,2015,0,"chinese word segmentation system, crowdsourcing tool"
{C}hinese Named Entity Recognition with Graph-based Semi-supervised Learning Model,2015,5,"chinese named entity, graph-based semi-supervised model"
Sentence selection for automatic scoring of {M}andarin proficiency,2015,2,"sentence level, automatic ranking, mandarin speech"
{ACB}i{MA}: Advanced {C}hinese Bi-Character Word Morphological Analyzer,2015,3,"acbima, chinese bi-character word, morphological analyzer"
Introduction to {SIGHAN} 2015 Bake-off for {C}hinese Spelling Check,2015,24,"sighan-8 bake-off, chinese spelling check"
{HANS}peller++: A Unified Framework for {C}hinese Spelling Correction,2015,1,"diac+, unified tool, chinese spelling check"
Word Vector/Conditional Random Field-based {C}hinese Spelling Error Detection for {SIGHAN}-2015 Evaluation,2015,6,"vectorslu, conditional random field, chinese grammatical error, russiansuperglue"
Introduction to a Proofreading Tool for {C}hinese Spelling Check Task of {SIGHAN}-8,2015,3,"proofreading tool, chinese spelling check, sighan-8"
Overview of Topic-based {C}hinese Message Polarity Classification in {SIGHAN} 2015,2015,2,"topic-based chinese message, polarity association, lat bridge"
A Joint Model for {C}hinese Microblog Sentiment Analysis,2015,2,"joint model, sina microblog, link analysis"
Learning Salient Samples and Distributed Representations for Topic-Based {C}hinese Message Polarity Classification,2015,1,"salient terms, dual representation, topic-based chinese message, polarity association"
An combined sentiment classification system for {SIGHAN}-8,2015,3,"inventory size hypothesis, sighan-8"
Linguistic Knowledge-driven Approach to {C}hinese Comparative Elements Extraction,2015,1,"data-driven strategies, chinese content scoring"
A {CRF} Method of Identifying Prepositional Phrases in {C}hinese Patent Texts,2015,1,"dcr method, prepositional phrases, patent texts"
Emotion in Code-switching Texts: Corpus Construction and Analysis,2015,28,"sad, code-switching texts, corpus building, test"
"{C}hinese in the Grammatical Framework: Grammar, Translation, and Other Applications Anonymous",2015,4,"pinyin, grammatical view, logic, bilingual, art"
{KWB}: An Automated Quick News System for {C}hinese Readers,2015,1,"kwb, news personalization system, english users"
{C}hinese Semantic Role Labeling using High-quality Syntactic Knowledge,2015,3,"hebrew semantic role labeling, latent syntactic cues"
{C}hinese Spelling Check System Based on N-gram Model,2015,14,"chinese spelling checker, n-gram model"
{NTOU} {C}hinese Spelling Check System in Sighan-8 Bake-off,2015,3,"chinese writing correction system, sighan-8 bake-off"
Topic-Based {C}hinese Message Sentiment Analysis: A Multilayered Analysis System,2015,2,"topic-based chinese message, link analysis, multimodal analysis"
Rule-Based {W}eibo Messages Sentiment Polarity Classification towards Given Topics,2015,2,"rule-based, weibo messages, sentiment polarity, terms lists"
Topic-Based {C}hinese Message Polarity Classification System at {SIGHAN}8-Task2,2015,0,"topic-based chinese message, polarity classification system, sighan-8"
{CT}-{SPA}: Text sentiment polarity prediction model using semi-automatically expanded sentiment lexicon,2015,1,"ct-spa, sentiment polarity analysis, target-aware sentiment lexicons"
{C}hinese Microblogs Sentiment Classification using Maximum Entropy,2015,1,"arabic microblogs, it strategy, entropy rate"
{NDMSCS}: A Topic-Based {C}hinese Microblog Polarity Classification System,2015,0,"cmdmc, topic-based, sina microblog, polarity classification system"
{NEUDM}: A System for Topic-Based Message Polarity Classification,2015,0,"neudm, topic-based message polarity classification"
Proceedings of the Tenth Workshop on Statistical Machine Translation,2015,0,"sixth workshop, statistic machine translation"
Findings of the 2015 Workshop on Statistical Machine Translation,2015,245,"recital 2013, statistic machine translation"
Statistical Machine Translation with Automatic Identification of Translationese,2015,8,"statistic machine translation, manual identification, translationese"
Data Selection With Fewer Words,2015,10,data shift
{DFKI}{'}s experimental hybrid {MT} system for {WMT} 2015,2015,8,"dfki, hybrid mt system, wmt 2018"
"{P}ar{FDA} for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics",2015,15,"parfda, supervised machine translation systems, benchmark, health"
