Unique_Word,Count
bayes test,1
f1 measure,1
推理与排序,1
tigs,1
scratchpad encoder,1
chunk-to-string translation,1
ecological evaluation,1
automatically extracted minimum spans,1
disentangle coreference evaluation,1
automatically extracted paraphrase rules,1
florence,1
speaker commitment,1
多任务架构,1
editnts,1
recursively deducing,1
standard splits,1
user's occupation,1
cognitive graph,1
reasoning shortcuts,1
the structure of scientific articles,1
hard discourse-level tasks,1
deep dominance,1
non-obvious cases,1
twitter homophily,1
online conversation re-entries,1
simt,1
nichesourcing,1
owner,1
role of syntax,1
staff,1
applications to citation indexing,1
air quality prediction,1
fiesta,1
entailment-driven extracting,1
evidence chain,1
end-to-end multi-document reading comprehension,1
multi-hop paragraph retrieval,1
e3,1
affirmative cue words,1
noah a. smith,1
question-answer hierarchies,1
celebrity profiling,1
rich knowledge,1
gosse bouma,1
learning easy-first strategies,1
global context enhanced deep transition architecture,1
variance of average surprisal,1
simone teufel,1
fact distribution,1
adaptive bandit algorithms,1
highlight-based,1
southern min spoken corpus,1
reduced complexity,1
sh\=ojo,1
iterative normalization,1
maam,1
morphology-aware alignment model,1
margin-based parallel corpus mining,1
jw300,1
deep bilingual representations,1
transcription software,1
poincar'e embeddings,1
antonym's word vectors,1
vmf-mixture priors,1
embedding imputation,1
highres,1
neko,1
teaching generation,1
differentiable binary variables,1
victor h. yngve,1
transformer-xl,1
implicit anticipation,1
hardness of learning,1
sample complexity,1
controllable latency,1
fruit carts,1
o.s. le si,1
study of denotation,1
joint textual and phonetic embedding,1
learning what to share,1
neural decipherment,1
ugaritic,1
discourse.cpp,1
manfred stede,1
environmental education,1
multi-modality errors,1
reviewers' experience,1
d\'ebat en ligne (online debate),1
anna feldman,1
resource-light approach to morpho-syntactic tagging,1
not exactly: in praise of vagueness,1
prosody-syntax interface,1
proximité rythmique,1
语义依存图库,1
métrique,1
input parameters,1
古代汉语,1
dnns,1
contr\^ole articulatoire,1
articulatory control,1
systèmes,1
kees van deemter,1
double propagation,1
speaking style prosodic variation,1
construction of semantic dependency graph bank,1
cid corpus,1
cadre judiciaire,1
t^ache de parole,1
us government translation environments,1
ptsvox,1
twenty four histories,1
embeddingworld knowledge,1
comparaison de voix,1
inter-speaker variability,1
jirka hana,1
contours d'intensité,1
d'intonation,1
spectrogramme,1
grammaire des composantes acoustiques,1
interactions nasalisées,1
pragmatic of nasal grunts,1
nouveau-rouge,1
contexte phon'emique,1
prosodique,1
learning enhanced generation,1
nouvelle mesure de la r\'everb\'eration,1
nitin indurkhya,1
performances a priori de la transcription de la parole,1
effet de la r\'everb\'eration (reverberation effect),1
données open source de parole,1
handbook of natural language processing (second edition),1
ethics in ai systems,1
speech organs,1
transparency in ai systems,1
research community,1
reconnaissance de phones,1
informations segmentales,1
variabilit\'e inter- et intra-locuteurs,1
44 speakers,1
percussive sounds,1
human beatboxing,1
jian-yun nie,1
régularisation,1
statistiques des sons naturels,1
hypoth\`ese du codage efficace,1
perception de la musique,1
natural sound statistics,1
the efficient coding hypothesis,1
二十四史,1
同义词词林 (tongyici cilin),1
fred j. damerau,1
flux a\'erodynamiques de la parole (speech aerodynamic airflow),1
chirurgie naso-sinusienne (sinonasal surgery),1
gilles-maurice de schryver,1
reconnaissance de parole beatbox,1
patrick hanks,1
hmm-gmm based system,1
r'eduction vocalique,1
new-old resources,1
syllabified lemmas,1
la ressource nomade,1
definitional formulas,1
arbre de classement,1
erreurs d'orthographe (spelling errors),1
personnes dyslexiques (dyslexics),1
corpus de productions écrites (written corpora),1
pineapple,1
scientext project,1
moranapho,1
spécificités (characteristics),1
train from scratch,1
projet scientext,1
evaluation syst'ematique,1
m'ethode commune de g'en'eration,1
common generation method,1
extending lexical norms,1
情感分析 (sentiment analysis),1
annotations discursives,1
tr\`es gros corpus,1
pr\'e-entra\^\in\'es,1
analyse automatique en cadres s'emantiques,1
l'apprentissage de mod\`eles de compr\'ehension de texte,1
vernom,1
technique des documents biomédicaux,1
base de paires morphologiques,1
spécialisation scientifique,1
汉语构式情感分析问题 (chinese construction sentiment analysis problem),1
non canonical morphological phenomena,1
etude des variations s'emantiques,1
faibles ressources,1
negative emotion recognition method,1
ph'enom'enes flexionnels non canoniques,1
impl'ementation,1
non-informaticiens,1
mod\`ele leninit (leninit model),1
phonologically transcribed,1
pauses in older speakers reading task,1
gestion de la f0,1
durée,1
french continuation,1
legal taxonomy syllabus 0,1
la pause chez les personnes \^ag\'ees,1
budget workspace,1
g\'en\'eration des prononciations non natives,1
contes de f\'ee,1
natoterm,1
phonotaxe,1
nato terminology programme,1
chinese patent key information corpus,1
palatalisation,1
w3c/ietf,1
production de la continuation du français,1
r\'ecital,1
l'\'etude de la nomination,1
traouiero project,1
orleans corpus 1968-2012,1
corpus d'interviews politiques,1
speaker-specific semantic variation representations,1
evolution phonologique des langues,1
google translator toolkit,1
d'esambiguisation,1
\'etude d'impact,1
自动构建,1
sentence pattern structure treebank,1
interactive multilingual gateways (imags),1
operationalization,1
third common language,1
audio-book generation,1
logiciels d'ocr,1
broadband spectrograms,1
2-second sequences,1
chris dyer,1
potentiel marqueur infraclinique,1
latent topical structure analysis,1
two groups of listeners,1
voisement des consonnes fricatives finales,1
final fricative consonant voicing,1
impr'ecision dans la production des voyelles,1
history-length interpolation,1
imprecision of vowel production,1
acted voice,1
potential subclinical marker,1
vocal roughness,1
中文糖尿病问题分类体系,1
apical vowel,1
important product aspects,1
aspect ranking,1
facteurs affectant (affecting factors),1
etude perceptive pilote (perceptive pilot study),1
symbolisme phon'etique du genre,1
population de dysphoniques l'eg'eres,1
formants vocaliques,1
标注语料库,1
mandarin lexemes,1
corr'elats acoustiques,1
多階層釋義關聯程度計量 (measurement of multi-level semantic relations),1
perceptifs de la personnalit'e per\ccue,1
minor dysphonia,1
/y/ francais (french /y/),1
辭典辭彙釋義 (dictionary explanations),1
unsupervised prompt-based extractor,1
comparative type classification,1
comparative entities,1
web-derived selectional preference,1
comptines (nursery rhymes),1
jixi-hui chinese,1
pr'enoms fran\ccais,1
diabetes question classification,1
2e atelier \'ethique et traitement automatique des langues (eternal),1
sexe,1
locuteurs coréens,1
confusion forest,1
dictionary injection,1
tons du mandarin,1
tibetan poems,1
arpenter sans m\`etre,1
schwa transitionnel,1
statistical tree annotator,1
control code method,1
standard scores,1
30 years,1
volume 4 : d\'emonstrations et r\'esum\'es d'articles internationaux,1
d'emo de amald-serveur,1
tachlhit,1
fr\'equemment r\'eduits,1
confidence driven,1
authorial components,1
sex-biased sound symbolism,1
non-response,1
morphological operations,1
stacked sub-word model,1
french first names,1
plosives finales,1
langues d'asie,1
s\'equences de mots,1
characterization of stop consonants,1
unreleased,1
gappy phrasal alignment,1
capacit\'es d'apprentissage phon\'etique,1
r\'eduction temporelle,1
hypothesis mixture decoding,1
radical mu4,1
diff'erences acoustiques inter-genres,1
jimmy lin,1
ʒ,1
l'effet de l'identit\'e de l'interlocuteur,1
the effect of the interlocutor's identity,1
high vowels' laxing,1
daniel gildea,1
/v,1
z,1
martha palmer,1
automatic speech processing,1
dependency parsing schemata,1
ʁ/,1
carlos g'omez rodr'iguez,1
practical text analysis,1
splittability,1
traitement lsvt loud®,1
variation stylistique,1
msa (multi-system atrophies),1
lsvt loud® purpose,1
occlusives,1
traitement du cancer,1
cavités orales,1
pharyngales,1
casting vocal,1
learning voice representation,1
enition,1
coda finale,1
nianwen xue,1
violeta seretan,1
中文语体分类资源 (chinese register classification resources),1
afra alishahi,1
nizar y. habash,1
diagnostic différentiel (differential diagnosis),1
value computing,1
phonetic parameters,1
lee silverman voice treatment (lsvt loud®),1
intent shift detection,1
whispered fricatives,1
l'orientation absolue,1
mod'eles phonologiques des langues des signes,1
2-handed signs,1
absolute orientation,1
general query,1
mobilisation du tractus vocal,1
uper,1
repr'esentation phonologique des signes,1
le na (mosuo) language,1
sinotibetan family,1
contemporary english patents,1
oreille de présentation,1
capacité des francophones,1
discriminer des contrastes accentuels,1
deux mains en lsf,1
cycleqag,1
vowel space,1
patient-perceived vocal handicap,1
statistical inference engine,1
type-dependent prompt,1
"mandarin chinese verb ""da3""",1
voice quality parameters,1
maximum phonation time (mpt),1
print pickets,1
chinese core value-behavior frame,1
cued french,1
prominence phenomena,1
étude du rôle conjoint des incertitudes sémantique et acoustique,1
automatic gmm selection,1
feedback auditif,1
pr'ediction continue de la satisfaction et de la frustration,1
segmental gmms,1
foules,1
système wisigoth,1
flexible finite-state,1
automatic period segmentation,1
bonnie webber,1
english resource semantic parsing,1
smoothing by analogy,1
human clustering,1
system predictions,1
lissage par analogie,1
statistical pcfg induction,1
induction of mandarin lexicon,1
graph-based aspect,1
2d context aware graph model,1
global state,1
relation specific transformations,1
open world knowledge graph completion,1
pgl,1
language and graph learning methods,1
kathy mckeown,1
universal discourse representation structure,1
causal model,1
acyclic f-structures,1
global labels,1
convolutional decomposition,1
opérations de combinaison,1
variational deep logic network,1
alternances de portée,1
discriminant en analyse syntaxique,1
np-hard,1
causalm,1
gender-inclusive coreference resolution,1
machine learning lifecycle,1
ryansql,1
sketch-based slot fillings,1
modèles génératif,1
cross-domain databases,1
chisquarex,1
lstm-interleaved transformer,1
lexique non-supervisées,1
neural lexicalized pcfgs,1
gender-biased proximities,1
pivot-based domain adaptation,1
dataflow synthesis,1
second-best sequence learning,1
data weighted training strategies,1
relevance of calendar expressions,1
sketch-driven regular expression,1
tydi qa,1
interactive text ranking,1
syntactic structure distillation,1
best-first beam search,1
multi-reference adversarial dataset,1
counseling-style reflection,1
triple copy strategy,1
extraction de patrons s'emantiques,1
classification d'entit'es nomm'es,1
segmenteur-étiqueteur (segmenter-tagger),1
approche holiste,1
opinion transition,1
membership inference attacks,1
passage d'opinion,1
predicting spans,1
m'etarecherche,1
target-guided structured attention network,1
question understanding benchmark,1
hierarchical mapping,1
proc\'edure supervis\'ee (supervised procedure),1
mots germes (seed words),1
parceled work,1
pre-trained checkpoints,1
crosswoz,1
myriadisation du travail parcellis'e,1
nominal groups operations,1
resolution of entity reference,1
modalit\'e,1
spatiann,1
logic-consistency,1
modeling storylines,1
multiple programming languages,1
use of space,1
self-identified counseling expertise,1
electra pre-training,1
d'enseignement de l'orthographe,1
batching,1
constrained labeled data generation,1
optique,1
event-pair relations,1
script reasoning,1
prost,1
theory of k-representations,1
distilled data complexity,1
libellex,1
hit,1
proxem ubiq,1
vlm,1
interaction mining suite,1
task-agnostic video-language model,1
video understanding,1
event qa,1
processing chain,1
sygfran syntactic analyser,1
application de la grammaire structurelle,1
indiapoliceevents corpus,1
2002 gujarat violence,1
telling,1
copying behaviors,1
global character associations,1
psed,1
robust code-mixed language representation,1
rule-aware reinforcement learning,1
connective identification,1
review hallucination,1
interpolating hidden states,1
historique des r\'evisions,1
modifications locales,1
entire mini-batch,1
docnli,1
generalized supervised attention,1
personality-affected emotion transition,1
geste d'eictique,1
key phrase aware attention,1
modelling insights,1
paper authors,1
elaborative simplification,1
social spambots,1
information factivity,1
hierarchical source selection,1
tower of treebanks,1
xl-sum,1
table guidance,1
formal ethical reviews,1
nlp literature,1
numerical translation,1
text-centered shared-private framework,1
future talk moves,1
biogen,1
language coverage bias,1
he,1
généralisation,1
sketch and refine,1
tilgan,1
transformer-based implicit latent gan,1
patient after-visit summaries,1
mary,1
trippy,1
retico,1
oral comprehension system,1
postoperative risk prediction,1
east africa,1
translational entropy,1
mbr phrase scoring,1
multilingual resource development,1
ancient classics reference detection,1
fusing external vietnamese language knowledge,1
unstructured data representation enhanced model,1
unified mt api,1
术后风险预测模型,1
intelligence \'economique,1
mira,1
concurrentielle,1
document-level consistency,1
alignment inference,1
open data kit (odk),1
amharic dependency parser,1
spurious word deletion,1
questioning,1
automating gloss generation,1
neg-raising inferences,1
ibsp description,1
frequency matching behavior,1
multi-granularity word alignment,1
generalized tier projection,1
transduction problems,1
unpacking,1
smooth,1
non-local maps,1
ǂkhomani san,1
hugh brody collection,1
sepedi,1
complex setswana,1
competitive intelligence,1
statistic machine translation,1
compatibility centric method,1
effets des erreurs d'annotations,1
support requests,1
integrated subtitle environment,1
citizen relations software,1
suite de tests,1
engtube,1
plateformes de tal,1
medical problem,1
mt everywhere,1
relation patient,1
topic-based prompt learning method,1
casen,1
p\'eriodes,1
broad learning,1
la r\'eduction de termes complexes,1
air-based light clients,1
strategic mt research,1
economic intelligence,1
définitions,1
sp'ecifique du contexte textuel,1
dynamic and specific textual context representation,1
taille,1
l'h\'et\'erog\'en\'eit\'e des donn\'ees d'entrainement,1
非结构化数据表征增强,1
weighted translation instances,1
exceptional recipes,1
effort humain,1
etude sur le r'esum'e comparatif,1
analogies entre phrases,1
second-order taylor approximation,1
structure logique des documents,1
intentions du locuteur (speaker's intentions),1
kipo (korean intellectual property office),1
person case constraint,1
monalog,1
accessing the semantic content in a specialized language,1
smart office space,1
rare class performance,1
nontrivial lexical convergence,1
geography-themed game,1
named entity detection patterns,1
acoustic/prosodic entrainment,1
agent-based dynamic collaboration,1
domain apis,1
construction automatique de titres courts,1
system-wise evaluation,1
motifs de détection,1
raccourcis,1
alg\`ebre des relations de discours,1
hindsight,1
bases de données de retour d'expérience,1
delayed transmission,1
m\'ethodes de fouille du web,1
hetergraphlongsum,1
robot emotional displays,1
mc-saar-instruct,1
instruction giving agents,1
convokit,1
accès au contenu sémantique en langue de spécialité,1
turn-entry timing,1
score de qualité de traduction (translation quality scores),1
navigation tasks,1
shared structure information,1
android erica,1
automatic short title construction approach,1
autonomous interactions,1
physical blocks world,1
rrsds,1
robot-ready spoken dialogue system,1
learning board games,1
immature representation,1
mt detection,1
topic-document distributions,1
phrases \'evaluatives,1
floating tones,1
multi-geographic resolution analysis,1
tier-based strictly local stringsets,1
subregular functions,1
impact factors,1
principled derivation,1
autosegmental input strictly local framework,1
templatic morphology,1
strictly local feature assignment,1
truth value judgment task,1
(in)dependent regularization,1
cultural transmission,1
tensor product decomposition networks,1
metrical dominance,1
constraint summation,1
immature deployment,1
d'informations p\'edagogiques pertinentes,1
morphological cycle,1
russian genitive of negation,1
batch data oversampling,1
structure sensitivity,1
mg parsing,1
model of gradient acceptability,1
passage aggregation,1
evolving constraints,1
modus tollens,1
logic-mining,1
efficient coding,1
verbal irony,1
subregular hierarchy,1
st\'er\'eotypes d'\'ecriture,1
affect-enriched dialogue act classification model,1
amald-corpus,1
format android,1
dictionary app generator,1
online topic graph extraction,1
text-to-graph-notation transducer,1
permutation-invariant semantic parsing,1
perin,1
jigsaw bard,1
iterative inference parser,1
readymades,1
searcher,1
acl anthology searchbench,1
shared embedding architecture,1
bbn cross-lingual information retrieval system,1
sparse transcription,1
multi-simlex,1
self mediated agreement,1
in-game actions,1
prague tectogrammatical graphs,1
fgd,1
memetube,1
bert-qe,1
query-directed sparse transformer,1
engkoo,1
visuo-linguistic question answering (vlqa) challenge,1
visual selection tasks,1
classify events,1
compositional code embeddings,1
tri-train,1
indicnlpsuite,1
sub-layer functionalities,1
rapid serial visual presentation,1
displaying,1
sentiment-based audiovisual system,1
active sentence learning,1
discrete space,1
nba players,1
lesslex,1
screening interviews,1
jointly masked sequence-to-sequence model,1
type auxiliary guiding : scientific concept,1
structured databases,1
code comment generation : scientific concept,1
thailand tourism information,1
komodo system,1
rela\cc\~oes de polissemia,1
lipschitz constrained parameter,1
adaptive instance transfer,1
location attention,1
collaborative deep models,1
norm-based curriculum learning,1
timely correction,1
three-parameter rank,1
frequency relation,1
tag : scientific concept,1
plug-in,1
latent categorization,1
slot-consistent nlg,1
unsupervised name ambiguity resolution,1
follower graph,1
explicit slot connection modeling,1
recurrent knowledge-interaction,1
variational response generator,1
multi-actor,1
udop-estimate,1
semi-autoregressive sequential question generation,1
iterative rectification network,1
span-convert,1
shift-reduce chinese discourse parser,1
transs-driven joint learning architecture,1
fact-based text editing,1
information-maximizing hierarchical conditional vaes,1
structural and functional decomposition,1
node-edge connections,1
syntax-based regulation,1
learning multi-chain multi-hop rules,1
joint navigation-assembly instruction interpretation task,1
context-aware code comment generation,1
imass,1
c-feel-it,1
mcmh,1
clairlib,1
explicit action learning,1
consentcanvas,1
registration of new clients,1
naturalistic variation,1
\#fail,1
question-description relevance regularization,1
product key memory,1
stander,1
intelligent microblog analysis,1
arramon,1
maximum mean discrepancy,1
policy search,1
pen,1
clicks,1
allophony,1
cdevalsumm,1
long-distance document context,1
noun phrase bracketing,1
medical graph,1
automatic texturing,1
focused variation,1
psychosentiwordnet,1
modeling preconditions,1
real-time disaster events,1
end-user license agreements,1
dialogue level user satisfaction estimation,1
supmmd,1
knowledgeable path generator,1
beam-aware training,1
limit-bert,1
negative answer training strategies,1
task-agnostic data augmentation,1
virtual instructors,1
visually-grounded planning,1
detailed plans,1
object constancy,1
branching bias,1
non-trivial explanations,1
modelling metaphor,1
smrt chatbots,1
privnet,1
private attributes,1
few-shot word sense disambiguation,1
dr sentiment,1
wikulu,1
leakage-adjusted simulatability,1
efficient indexer,1
factorized transformer,1
no answer,1
tinybert,1
poison attacks,1
dico ii+,1
speech cursor,1
channels,1
processing word lattices,1
bert's layers,1
attentive ensemble,1
query-key normalization,1
contract discovery,1
shared-private representation model,1
gaussian bias distributions,1
flexible depth model,1
data-imbalanced nlp tasks,1
uma proposta de representa\cc\~ao,1
word order hypotheses,1
avalia\cc\~oes de inteligibilidade textual,1
jornalismo popular,1
inferentialist knowledge,1
structural weakness,1
resource rich tasks,1
xtremedistil,1
originais e tradu\cc\~oes de textos liter\'arios,1
clean texts,1
principled regularized optimization,1
learner english speech transcriptions,1
specter,1
citation-informed transformers,1
multi-target autoregressive predictive coding,1
multiqt,1
black box systems,1
inteligibilidade,1
mobilebert,1
cross-lingual verb frame alternations,1
recursive template-based frame generation,1
linguistic systematicity,1
recollection,1
efficiency-based theories,1
blend skills,1
sistema (system),1
guided traverses,1
noisy guidance,1
linguistically-informed interpolation,1
expbert,1
criminal_process frame,1
mixtext,1
aspectos relacionados a coer^encia sem^antica,1
characteristics of popular news,1
gênero,1
dialogue dodecathlon,1
sentence infilling,1
latent narrative structure,1
selective mechanism,1
phrase table compression,1
multidirectional associative optimization,1
degrees of technicality,1
bernstein bounds,1
early modern printing,1
learnable norms,1
sublayers,1
wit3,1
graph-based multi-modal fusion encoder,1
relaxed matching procedure,1
rank encoding,1
unsupervised bli,1
controlled japanese,1
geometry-aware domain adaptation,1
fixed,1
weight poisoning,1
inter-sentential transformer,1
mart,1
adjunct alignment,1
distant future,1
retrieve-edit-rerank,1
cross-media structured common space,1
execute instructions,1
minecraft dialogue,1
knowledge mapping,1
web inventory,1
batch normalized inference network,1
embedding compression,1
posterior control,1
robust encodings,1
combating adversarial typos,1
"""work""",1
gerenciador de correio eletrônico (e-mail management tool),1
bpe-dropout,1
gcan,1
fine-grained interest matching,1
recursos e ferramentas de tradu\cc\~ao autom\'atica,1
boltzmann machines,1
uso de classes lingu\'\isticas,1
boating store,1
verbetes de dicion\'arios,1
pronunciation-attentive contextualized pun recognition,1
operational risk classification,1
informality levels,1
spellgcn,1
transcri\cc\~ao fon\'etica autom\'atica,1
soft-masked bert,1
dynamic sampling strategies,1
embedded stress assignment,1
explicit memory tracker,1
online semantic-enhanced dirichlet model,1
syn-qg,1
gloss informed bi-encoders,1
role-aware reward decomposition,1
controversy detection,1
usage change,1
emotion-controllable response generation,1
qa improvement,1
cc/sbtvd,1
identification of patients,1
on-demand knowledge integration,1
abordagem de classifica\cc\~ao autom\'atica,1
stochastic reward estimation,1
climate disasters,1
usr,1
loss truncation,1
mix-order graph attention networks,1
rigid formats,1
inter references variance,1
dtca,1
politeness transfer,1
tacred relation extraction task,1
domínio biomédico,1
label-enhanced task-adaptive projection network,1
mutual persona perception,1
cascade binary tagging framework,1
artigos científicos,1
layman's terms,1
extração de tratamentos,1
collapsed dependency transfer,1
modelling suspense,1
word-level adaptive layer-wise domain mixing,1
conversational graph,1
processo baseado em parágrafos,1
contextos definitórios,1
reconhecimento de fala (speech recognition),1
impacto,1
comparison model,1
decision tree-based co-attention networks,1
graph auto-encoder model,1
expertise style transfer,1
laymen,1
framework of endless learning,1
content-matching constraints,1
hierarchy-aware global model,1
concept drift problem,1
klej,1
problema de desvio de conceito,1
techqa dataset,1
wikipedia current events portal,1
ambiente de aprendizado sem fim,1
acoplamento,1
supert,1
user self-reported likert scale ratings,1
latent discrete plan,1
hotline counselor training,1
sparse teacher,1
cascaded semantic and positional self-attention network,1
pbos,1
inexpensive,1
large-scale typing,1
neureduce,1
mixed boolean-arithmetic expressions,1
nonsensical language stimuli,1
goodness,1
representation degeneration problem,1
redundant mappings,1
highly parallel data,1
spectral-normalized identity prior,1
policyqa,1
ranking model adaptation,1
semi-supervised simhash,1
fixed encoder,1
conceptbert,1
qa generalization,1
contextual modulation,1
self-refinement strategy,1
model-based aligner,1
arbitrary features,1
understanding intent arguments,1
non-canonical directives,1
multilingual blanks,1
stand-alone neural,1
infrequent sentence functions,1
kornli,1
korsts,1
joint bilingual sentiment classification,1
word maturity,1
local histograms,1
reading manuals,1
jigs and lures,1
coder errors,1
manipulable,1
dynamically updating event representations,1
felix,1
labeling pscfg rules,1
constrained cloze completion,1
local decision boundaries,1
small treebank,1
optsla,1
multi-category learning,1
fquad,1
domain-constrained instance sketch,1
compare aggregate transformer,1
pcfgla lattice parser,1
texthide,1
intra and inter-modality incongruity,1
iteratively referring,1
clinically coherent,1
lgpsolver,1
concurrent modeling,1
docstruct,1
actor-double-critic,1
controlled hallucinations,1
generate faithfully,1
sequential span classification,1
venue,1
airconcierge,1
extract hierarchy structure,1
faithful sentence-level rationales,1
general form understanding,1
bleu reference coverage,1
post-processing morpheme prediction,1
hybridqa,1
phobert,1
text stitch model,1
pretrain-kge,1
active testing,1
research replication,1
linking entities,1
geodesic grids,1
processus de classement,1
talent,1
offre de mission,1
assignment offer,1
iagotchi,1
outil d'extraction de contenu,1
piggyback,1
conception d'un syst\`eme de d\'etection d'intention,1
domain-centric search,1
ilp solution,1
projet amis,1
translation of videos,1
spiderlex,1
skif maker,1
place perception,1
conversion tei,1
music genre embeddings,1
données texte,1
customer relationship text data,1
nonlinear evidence fusion,1
muzeeglot,1
multi-sources d'entit\'es musicales,1
repr\'esentations de genres musicaux,1
secondary contexts,1
template-based information extraction,1
flexeval,1
creation of light websites,1
multimedia perceptual test campaigns,1
split-merge clustering,1
implemented grammars,1
authority in dialogue,1
outils corli,1
蒙古语语音识别词特征编码方法 (mongolian word encoding method),1
syntactic nlp,1
cascaded labeling,1
5 to 30 months,1
lena automatic analysis,1
loopy belief propagation,1
gloss selection objective,1
optimal head-driven parsing complexity,1
gradient harmonized,1
gruen,1
child vocalization,1
greedy bit-flip training algorithm,1
difference-aware knowledge selection,1
beam-width,1
transformer-gcrf,1
neural speed reading,1
heterogeneous tree structure,1
7 children,1
nsysu+cht 團隊,1
the corli consortium,1
meta-constraints,1
study of style,1
open domain textual similarity,1
grade short answer questions,1
donn\'ees cliniques,1
terminologies sp\'ecialis\'ees,1
neutralizing linguistically,1
in-domain relation discovery,1
extraction phrasal translation,1
doing@deft,1
cascade de crf,1
vietnamese-english end-to-end speech translation method,1
syst\`eme commercial g\'en\'erique,1
l'\'equipe du limics,1
team limics,1
reg algorithm,1
codebert,1
target-side lexical transfer,1
lost sense,1
matroids,1
legal-bert,1
law school,1
am-fm,1
scope-disambiguated english text,1
"""query""",1
data understanding,1
one-to-many generation,1
dipair,1
trillion-scale text matching,1
pos-guided word reordering,1
maximal safe radius computation,1
turngpt,1
scientific procedural text,1
fenas,1
structured input-output translation,1
wikipedia vandalism detection,1
external semantic repositories,1
unsupervised expressive rules,1
textual supervision,1
substitution rules,1
实体对齐,1
distilled nonlinear neural decomposition,1
virginia,1
pharmmt,1
insertion operator,1
prescription directions,1
full-stack visual reasoning,1
pixels,1
corpora evaluation,1
audio-style,1
snowball,1
double entendre identification,1
标签降噪,1
potential function designs,1
bert-knn,1
reservoir counting,1
sentiment-controllable topic-to-essay generator,1
realtoxicityprompts,1
temporal restricted boltzmann machines,1
adaptive data collection,1
extremely imbalanced pairwise tasks,1
exact automata encoding,1
discounting,1
knn search component,1
知识监督,1
many-hop fact extraction,1
disclosure classification,1
ocnli,1
character cross-correlation,1
roberta-based language model,1
controllable biases,1
mixed capacity ensembles,1
low resource fine tuning,1
sequential decision making,1
rhyme schemes,1
dialogue belief state distributions,1
effective regularizer,1
clar,1
cross-lingual argument regularizer,1
hardware-friendly block structured pruning,1
hits-based seed selection,1
pre-categorization,1
normalizing text messages,1
high dialectal content,1
kobe,1
stop list construction,1
ensemble knowledge transfer,1
stance-based personas,1
numeral embedding,1
styledgpt,1
adaptive graph-interactive framework,1
dombert,1
recursive mental model,1
recurrent inference,1
bve,1
local ordering pre-training,1
agif,1
suggesting,1
recobert,1
typed graph models,1
intelligence reports,1
freeform gestures,1
unlabeled user behaviors,1
synet,1
drophead,1
catalog language model,1
energy efficient document classification,1
coverage quality,1
robust dialogue act detection,1
auxiliary evidence knowledge,1
condensed feature representations,1
comma classification,1
temporally expressive networks,1
fraudulent collusion risk,1
brazilian public works contracts,1
style imitation,1
topicbert,1
derivation rules,1
simalign,1
tweeteval,1
octa,1
language neutrality,1
semi-supervised latent variable models,1
ruler,1
non-strict convexity,1
medical assertions,1
edit rate computation,1
the loop,1
multidm-gcn,1
aspect-guided response generation,1
language model discriminator,1
divgan,1
terminal-aware,1
systematic behaviours,1
graph contextualized knowledge,1
answer span,1
nulex,1
context-selective mask generalization,1
blockwise self-attention,1
unsupervised few-bits semantic hashing,1
parasense,1
recursive top-down production,1
stable zero-shot nmt,1
cvae-based response generation,1
tsdg,1
value of information,1
klearn,1
lexical weighting,1
medicat,1
medical images,1
discriminative feature-tied mixture modeling,1
content-aware neural response generation,1
decorrelated representations,1
two-stage decoding process,1
continuous content selectors,1
reentrancies,1
quantity hallucinations,1
decoding generalization,1
mining unseen words,1
bounded copying,1
regularized compression method,1
multisom model,1
transg,1
web virtual advisor,1
new smt framework,1
amélioration,1
sources de difficulté,1
difficulty analysis,1
anti-correcteur,1
orthographe,1
appariement d'articles en ligne,1
responses of data,1
cello,1
pairing on-line news articles,1
approximate unsupervised summary optimisation,1
selections of rouge,1
sms normalization,1
non-supervis'ee,1
conseiller virtuel,1
stem spaces,1
modal alternation indicative/subjunctive,1
d'attitude propositionnelle,1
genre d'utilisateurs,1
plateformes du web social,1
ugc text-based age,1
gender author profiling,1
online climate change debate,1
m'ethodes de lissage,1
mod\'elisation stag,1
perspectives tal,1
ocrized corpora,1
mots nouveaux,1
wav2vec2 codebook,1
syntaxique de l'alternance modale indicatif/subjonctif,1
rethink mechanism,1
pour,1
assistant vocal personnalisable,1
end-of-line classification,1
dictées,1
p'érisegments,1
agglutination,1
exploiting corpora,1
hybrid unsupervised classification tool,1
crit'ere (constraint),1
gender adaptation,1
traditional medias,1
analyse conceptuelle assistée par ordinateur,1
notoriety,1
zombilingo,1
théorie owi,1
concept d'« esprit »,1
peirce,1
computer-assisted conceptual analysis,1
enhanced modal-order-aware network,1
valorisation des corpus,1
signes diacritiques,1
niveau de difficulté,1
nouvelles entit'es,1
orthographique,1
customizable multi-domain assistant,1
termes \'evoquant le m\^eme cadre s\'emantique (terms that evoke the same semantic frame),1
identification of terms,1
dictanum,1
optimisation de contraintes (constraint optimisation),1
relations spatiales,1
données pertinentes,1
data masses,1
juxtaposition,1
stam system,1
information need detection,1
agents virtuels,1
requêtes d'usagers,1
d'etermination de l'age,1
minority arguments,1
multiple answer extraction system,1
relative clause evaluation data set,1
da-iict,1
sdp-jaist,1
non-linear recursive grammar,1
quenelle,1
the garden and the bush,1
relpron,1
theory of composition,1
focused rnns,1
culinary,1
s'ébastien harispe,1
sylvie ranwez,1
renam,1
stefan janaqi,1
jacky montmain,1
virginia tech system,1
threshold-free framework,1
