Title,Year,Important Words,Citations
Unsupervised Decomposition of a Multi-Author Document Based on Naive-{B}ayesian Model,2015,"unsupervised decomposition, multi-author document, naive bayes",8
Extended Topic Model for Word Dependency,2015,"extended topic model, word dependency",11
Dependency Recurrent Neural Language Models for Sentence Completion,2015,"dependency, recurrent neural language models, sentence completion",43
Point Process Modelling of Rumour Dynamics in Social Media,2015,"point process modelling, rumour dynamics, social media",30
Learning Hidden {M}arkov Models with Distributed State Representations for Domain Adaptation,2015,"hidden markov, finite-state representation, domain adaptation",4
{MT} Quality Estimation for Computer-assisted Translation: Does it Really Help?,2015,"mt quality, computer-assisted translation",11
Context-Dependent Translation Selection Using Convolutional Neural Network,2015,"pruning, convolutional neural nets",23
Learning Word Reorderings for Hierarchical Phrase-based Statistical Machine Translation,2015,"word reorderings, hierarchical statistical machine translation",4
{UNRAVEL}{---}{A} Decipherment Toolkit,2015,"unravel, decipherment toolkit",3
Multi-Pass Decoding With Complex Feature Guidance for Statistical Machine Translation,2015,"multi-pass encoding, complex feature guidance, lightweight models",3
What{'}s in a Domain? Analyzing Genre and Topic Differences in Statistical Machine Translation,2015,"domain, genre, topic aspects, lightweight models",24
Learning Cross-lingual Word Embeddings via Matrix Co-factorization,2015,"cross-lingual word embeddings, matrix factorisation",45
Improving Pivot Translation by Remembering the Pivot,2015,pivot translation,5
{B}raille{SUM}: A News Summarization System for the Blind and Visually Impaired People,2015,"braillesum, lightgbm, blind people",0
Automatic Identification of Age-Appropriate Ratings of Song Lyrics,2015,"automatic identification, age suitability rating, lyrics",3
Ground Truth for Grammatical Error Correction Metrics,2015,"dilbert, grammatical error correction metrics",89
Radical Embedding: Delving Deeper to {C}hinese Radicals,2015,"radical embedding, chinese radicals",39
Automatic Detection of Sentence Fragments,2015,"sentence fragments, automatic audio",3
A Computational Approach to Automatic Prediction of Drunk-Texting,2015,"computational approach, automatic prediction, drunk-texting",9
Reducing infrequent-token perplexity via variational corpora,2015,"infrequent-token perplexity, variant corpora",5
A Hierarchical Knowledge Representation for Expert Finding on Social Media,2015,"hierarchical knowledge representation, expert-finding, social media",2
"Tackling Sparsity, the Achilles Heel of Social Networks: Language Model Smoothing via Social Regularization",2015,"sparsity, achilles heel of social networks, language model smoothing, social regularization",8
{T}witter User Geolocation Using a Unified Text and Network Prediction Model,2015,"twitter ner, geolocation, unified text, web-based prediction",63
Automatic Keyword Extraction on {T}witter,2015,"automatic keyword extraction, twitter",40
Towards a Contextual Pragmatic Model to Detect Irony in Tweets,2015,"contextual language model, irony, tweet",53
Annotation and Classification of an Email Importance Corpus,2015,"annotate, classification, e-mail corpora",3
Lexical Comparison Between {W}ikipedia and {T}witter Corpora by Using Word Embeddings,2015,"lexical contrast, wikipedia, twitter corpora, word embeddings",24
The Discovery of Natural Typing Annotations: User-produced Potential {C}hinese Word Delimiters,2015,"missegmented words, user-produced potential, chinese word delimiters, discovery",1
One Tense per Scene: Predicting Tense in {C}hinese Conversations,2015,"tense, chinese dialogue",1
A Language-Independent Feature Schema for Inflectional Morphology,2015,"task-independent features, inflection morphology",64
Rhetoric Map of an Answer to Compound Queries,2015,"rhetoric map, answer, complex queries",19
Thread-Level Information for Comment Classification in Community Question Answering,2015,"thread-level context, comment classification, community question answering",38
Learning Hybrid Representations to Retrieve Semantically Equivalent Questions,2015,"hybrid representations, similar questions, fetch",80
"Machine Comprehension with Syntax, Frames, and Semantics",2015,"machine comprehension, syntax, frame, semantics",87
A Long Short-Term Memory Model for Answer Sentence Selection in Question Answering,2015,"long short-term memory model, ccg, localising",292
Answer Sequence Learning with Neural Networks for Answer Selection in Community Question Answering,2015,"sequence based learning, neural nets, answer choices, community question answering",53
Bilingual Word Embeddings from Non-Parallel Document-Aligned Data Applied to Bilingual Lexicon Induction,2015,"bilingual embeddings, non-parallel data, bilingual lexicon induction",118
How Well Do Distributional Models Capture Different Types of Semantic Knowledge?,2015,"distributional model, semantic memory",55
Low-Rank Tensors for Verbs in Compositional Distributional Semantics,2015,"hosting, verbs, functional distributional semantics",19
Constrained Semantic Forests for Improved Discriminative Semantic Parsing,2015,"constrained semantic forests, discriminative dependency parsing",8
Automatic Identification of Rhetorical Questions,2015,"automatic identification, rhetorical questions",13
Lifelong Learning for Sentiment Classification,2015,"lifelong learning, extracting data",106
Harnessing Context Incongruity for Sarcasm Detection,2015,"context incongruity, sarcasm detection",173
Emotion Detection in Code-switching Texts via Bilingual and Sentimental Information,2015,"emotion inference, code-switching texts, bilingual information, sentimental content",16
Model Adaptation for Personalized Opinion Analysis,2015,"map adaptation, personalized opinion analysis",12
Linguistic Template Extraction for Recognizing Reader-Emotion and Emotional Resonance Writing Assistance,2015,"tlinks, recognizing emotions, emotional resonance writing assistance",19
Aspect-Level Cross-lingual Sentiment Classification with Constrained {SMT},2015,"aspect-level, data resource, constrained smt",15
Predicting Valence-Arousal Ratings of Words Using a Weighted Graph Method,2015,"valence prediction, words, weighted graph method",34
Multi-domain Dialog State Tracking using Recurrent Neural Networks,2015,"multi-domain dialog, statetracking, recurrent networks",149
Dialogue Management based on Sentence Clustering,2015,"dialogue management, phrase clustering",4
Compact Lexicon Selection with Spectral Methods,2015,"compact lexicon, spectral method",14
The Impact of Listener Gaze on Predicting Reference Resolution,2015,"listener gaze, predicting reference resolution",3
A Simultaneous Recognition Framework for the Spoken Language Understanding Module of Intelligent Personal Assistant Software on Smart Phones,2015,"simultaneous recognition framework, spoken language understanding module, intelligent personal assistants, smart phones",4
A Deeper Exploration of the Standard {PB}-{SMT} Approach to Text Simplification and its Evaluation,2015,"standard pb-smt approach, text simplification, evaluate",38
Learning Summary Prior Representation for Extractive Summarization,2015,"review summary, prior representation, extractive summarization",89
A Methodology for Evaluating Timeline Generation Algorithms based on Deep Semantic Units,2015,"methodology, evaluating, timeline generation algorithms, deep encoding",4
Unsupervised extractive summarization via coverage maximization with syntactic and semantic concepts,2015,"unsupervised extractive summarization, density maximization, syntactic concepts, verb concepts",19
Low Resource Dependency Parsing: Cross-lingual Parameter Sharing in a Neural Network Parser,2015,"low-resource parsing, cross-lingual sharing, neural parser",176
Semantic Structure Analysis of Noun Phrases using {A}bstract {M}eaning {R}epresentation,2015,"semantic structure, noun-phrase, abstract words",10
Boosting Transition-based {AMR} Parsing with Refined Actions and Auxiliary Analyzers,2015,"transition-based amr parsing, refined actions, analyzer, boosting",64
Generative Incremental Dependency Parsing with Neural Networks,2015,"slovenian diphone inventories, neural nets",14
Labeled Grammar Induction with Minimal Supervision,2015,"grammar induction, no supervision",8
On the Importance of Ezafe Construction in {P}ersian Parsing,2015,"ezafe construction, persian parsing",10
Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),2015,"53rd annual meeting of the association for computational linguistics, 7th international joint conference on natural language processing, volume 1: long papers",0
On Using Very Large Target Vocabulary for Neural Machine Translation,2015,"very large vocabulary, neural translator",767
Addressing the Rare Word Problem in Neural Machine Translation,2015,"rare nouns, neural translator",611
Encoding Source Language with Convolutional Neural Network for Machine Translation,2015,"source language, convolutional neural nets, machine translate",94
Statistical Machine Translation Features with Multitask Tensor Networks,2015,"lightweight models, fbk-dh, multi-task rnn",16
Describing Images using Inferred Visual Dependency Representations,2015,"photo, visual dependency representations",42
Text to 3{D} Scene Generation with Rich Lexical Grounding,2015,"text, 3d scene generation, rich lexical features",60
{M}ulti{G}ran{CNN}: An Architecture for General Matching of Text Chunks on Multiple Levels of Granularity,2015,"multigrancnn, architecture, general matching, text chunks, levels of granularity",60
Weakly Supervised Models of Aspect-Sentiment for Online Course Discussion Forums,2015,"domain-specific senses, aspect-sentiment, on-line fora",49
Semantically Smooth Knowledge Graph Embedding,2015,"semantically smooth, knowledge-graph, embed",98
{S}ens{E}mbed: Learning Sense Embeddings for Word and Relational Similarity,2015,"sensembed, sense embedding, word similarity, relational similarity, learn",254
Revisiting Word Embedding for Contrasting Meaning,2015,"word embedding, contrasting meaning",44
Joint Models of Disagreement and Stance in Online Debate,2015,"joint model, disagreement, stance, online debate",93
Low-Rank Regularization for Sparse Conjunctive Feature Spaces: An Application to Named Entity Classification,2015,"low-rank regularization, sparse conjunctive feature spaces, protest event mining",8
Learning Word Representations by Jointly Modeling Syntagmatic and Paradigmatic Relations,2015,"word representation, jointly modeling, nlp, paradigmatic relations",45
Learning Dynamic Feature Selection for Fast Sequential Prediction,2015,"dynamic feature selection, skill statements, learn",14
Compositional Vector Space Models for Knowledge Base Completion,2015,"compositional matrix-space models, acknowledgment",183
Event Extraction via Dynamic Multi-Pooling Convolutional Neural Networks,2015,"event extraction, dynamic multi-pooling, convolutional neural nets",331
Stacked Ensembles of Information Extractors for Knowledge-Base Population,2015,"stacked ensemble, term extractor, knowledge-base population",31
Generative Event Schema Induction with Entity Disambiguation,2015,"generative event, schema induction, entity disambiguation",40
Syntax-based Simultaneous Translation through Prediction of Unseen Syntactic Constituents,2015,"behavioral testing, predict, unseen syntactic constituents",24
Efficient Top-Down {BTG} Parsing for Machine Translation Preordering,2015,"top-down btg parsing, machine translation reordering",29
Online Multitask Learning for Machine Translation Quality Estimation,2015,"online multitask learning, machine translation quality estimation",18
A Context-Aware Topic Model for Statistical Machine Translation,2015,"author-aware topic models, lightweight models",13
Learning Answer-Entailing Structures for Machine Comprehension,2015,"answer-entailing structures, machine comprehension",50
Learning Continuous Word Embedding with Metadata for Question Retrieval in Community Question Answering,2015,"continuous word embedding, metadata, answer retrieval, community question answering",152
Question Answering over {F}reebase with Multi-Column Convolutional Neural Networks,2015,"localising, freebase, multi-column convolutional neural network",289
Hubness and Pollution: Delving into Cross-Space Mapping for Zero-Shot Learning,2015,"hubness, pollution, cross-space mapping, zero-shot-learning",155
A Generalisation of Lexical Functions for Composition in Distributional Semantics,2015,"generalising, lexical functions, composition, distributional semantics",10
Simple Learning and Compositional Application of Perceptually Grounded Word Meanings for Incremental Reference Resolution,2015,"learn, compositional, grounded perceptual meaning, incremental reference resolution",64
Neural {CRF} Parsing,2015,"neural, crf parsing",105
An Effective Neural Network Model for Graph-based Dependency Parsing,2015,"neural network model, lstm-based dependency parsing",51
Structured Training for Neural Network Transition-Based Parsing,2015,"structured approach, neural system, head-driven parsing",196
Transition-Based Dependency Parsing with Stack Long Short-Term Memory,2015,"joint dependency parsing, stack long short-term memory",652
Leveraging Linguistic Structure For Open Domain Information Extraction,2015,"linguistic structure, open domain fact extraction",390
Joint Information Extraction and Reasoning: A Scalable Statistical Relational Learning Approach,2015,"joint information model, reasoning, statistical relational learning",13
A Knowledge-Intensive Model for Prepositional Phrase Attachment,2015,"knowledge-intensive model, prepositional attachment",16
A Convolution Kernel Approach to Identifying Comparisons in Text,2015,"convolution kernel, comparisons in text",6
It Depends: Dependency Parser Comparison Using A Web-based Evaluation Tool,2015,"argument parser, web-based evaluation, comparison",105
Generating High Quality Proposition {B}anks for Multilingual Semantic Role Labeling,2015,"proposition bank, distributional semantic spaces",50
Aligning Opinions: Cross-Lingual Opinion Mining with Dependencies,2015,"opinion, cross-lingual opinion mining, dependency",14
Learning to Adapt Credible Knowledge in Cross-lingual Sentiment Analysis,2015,"adapt credible knowledge, taiwanese minnan, learn",21
Learning Bilingual Sentiment Word Embeddings for Cross-language Sentiment Classification,2015,"bilingual sentiment, heavy rain disaster, learn",62
Content Models for Survey Generation: A Factoid-Based Evaluation,2015,"content models, survey generation, factoid analysis",7
Training a Natural Language Generator From Unaligned Data,2015,"training, extension, unaligned data",40
Event-Driven Headline Generation,2015,"event-driven, leading text",19
New Transfer Learning Techniques for Disparate Label Sets,2015,"transfer learning methods, disjoint sets",57
Matrix Factorization with Knowledge Graph Propagation for Unsupervised Spoken Language Understanding,2015,"matrix factorisation, knowledge graph propagation, unsupervised deep language",32
Efficient Disfluency Detection with Transition-based Parsing,2015,"fluency filtering, head-driven parsing",14
{S}-{MART}: Novel Tree-based Structured Learning Algorithms Applied to Tweet Entity Linking,2015,"s-mart, tree-based structured learning algorithms, tweet entity linking",76
Entity Retrieval via Entity Factoid Hierarchy,2015,"entity retrieval, entity factoid hierarchy",7
Encoding Distributional Semantics into Triple-Based Knowledge Ranking for Document Enrichment,2015,"encode, distributional semantics, triple-based knowledge ranking, text enrichment",7
A Strategic Reasoning Model for Generating Alternative Answers,2015,"strategic reasoning model, alternative",6
Modeling Argument Strength in Student Essays,2015,"argument strength, student essays, modeled",88
Summarization of Multi-Document Topic Hierarchies using Submodular Mixtures,2015,"summarization, multi-document topic hierarchies, submodular mixtures",16
Learning to Explain Entity Relationships in Knowledge Graphs,2015,"learn, explain, entity relationships, knowledge-graph",51
Bring you to the past: Automatic Generation of Topically Relevant Event Chronicles,2015,"auto-generation, topically relevant event chronicles",20
Context-aware Entity Morph Decoding,2015,"error analyses, mt decoding",11
Multi-Objective Optimization for the Joint Disambiguation of Nouns and Named Entities,2015,"multiobjective optimization, joint disambiguation, nouns, entity names",31
Building a Scientific Concept Hierarchy Database ({SCHB}ase),2015,"science concepts, hierarchy, schbase",14
Sentiment-Aspect Extraction based on Restricted Boltzmann Machines,2015,"word-typing game, restricted boltzmann machine",44
Classifying Relations by Ranking with Convolutional Neural Networks,2015,"relation, ranking, convolutional neural nets",426
Semantic Representations for Domain Adaptation: A Case Study on the Tree Kernel-based Method for Relation Extraction,2015,"pedagogical spell, domain adaptation, tree kernel approach, relation extraction",30
"Omnia Mutantur, Nihil Interit: Connecting Past with Present by Finding Corresponding Terms across Time",2015,"omnia mutantur, nihil interit, past, present, corresponding terms, time",30
Negation and Speculation Identification in {C}hinese Language,2015,"negation, speculation detection, chinese",22
Learning Relational Features with Backward Random Walks,2015,"learn, related attributes, random walks",28
Learning the Semantics of Manipulation Action,2015,"semantics, manipulation action",16
Knowledge Graph Embedding via Dynamic Mapping Matrix,2015,"knowledge-graph, embed, dynamic mapping matrix",619
How Far are We from Fully Automatic High Quality Grammatical Error Correction?,2015,automated grammar correction,47
Knowledge Portability with Semantic Expansion of Ontology Labels,2015,"debate winners, semantic expansion, sense labels",16
Automatic disambiguation of {E}nglish puns,2015,"automatic disambiguation, english puns",48
Unsupervised Cross-Domain Word Representation Learning,2015,"unsupervised learner, cross-domain, word representation learning",63
A Unified Multilingual Semantic Representation of Concepts,2015,"multilingual semantic representations, concepts",57
Demographic Factors Improve Classification Performance,2015,"demographic factors, classifier performance",100
Vector-space calculation of semantic surprisal for predicting word pronunciation duration,2015,"vector-space, lexical surprisal, word pronunciation, predicting",9
Efficient Methods for Inferring Large Sparse Topic Hierarchies,2015,"efficient method, inferring, large sparse topic hierarchies",8
Trans-dimensional Random Fields for Language Modeling,2015,"trans-dimensional random fields, language modeling",13
{G}aussian {LDA} for Topic Models with Word Embeddings,2015,"gaussian lda, topic model, word embeddings",233
Pairwise Neural Machine Translation Evaluation,2015,"pairwise, neural translator, evaluate",36
String-to-Tree Multi Bottom-up Tree Transducers,2015,"string-to-tree, multi bottom-up tree transducer",8
Non-linear Learning for Statistical Machine Translation,2015,"non-linear learning, lightweight models",2
Unifying {B}ayesian Inference and Vector Space Models for Improved Decipherment,2015,"bayesian induction, vector space model, decipher",15
Non-projective Dependency-based Pre-Reordering with Recurrent Neural Network for Machine Translation,2015,"non-projective dependency, pre-reordering, recurrent neural network, machine translate",14
Detecting Deceptive Groups Using Conversations and Network Analysis,2015,"deceptive groups, conversations, network analysis",11
{W}iki{K}reator: Improving {W}ikipedia Stubs Automatically,2015,"wikikreator, wikipedia stubs",15
Language to Code: Learning Semantic Parsers for If-This-Then-That Recipes,2015,"language to code, learning semantic parsers, if-this-then-that recipes",110
Deep Questions without Deep Understanding,2015,"deep questions, deep comprehension",75
The {NL}2{KR} Platform for building Natural Language Translation Systems,2015,"nl2kr platform, language generation systems",16
Multiple Many-to-Many Sequence Alignment for Combining String-Valued Variables: A {G}2{P} Experiment,2015,"multiple sequences, string-valued variables, g2p",7
Tweet Normalization with Syllables,2015,"tweet, normalizer, syllable",11
Improving Named Entity Recognition in Tweets via Detecting Non-Standard Words,2015,"named entity learning, tweet, non-standard words",16
A Unified Kernel Approach for Learning Typed Sentence Rewritings,2015,"unifying theory, learn, typed sentence rewritings",4
Perceptually Grounded Selectional Preferences,2015,"perceptually grounded, selectional preferences",11
Joint Case Argument Identification for {J}apanese Predicate Argument Structure Analysis,2015,"joint case argument identification, japanese predicate-argument relation",18
Jointly optimizing word representations for lexical and sentential tasks with the {C}-{PHRASE} model,2015,"word representation, semantic task, sentential, c-phrase model",46
Robust Subgraph Generation Improves {A}bstract {M}eaning {R}epresentation Parsing,2015,"robust subgraph generation, abstract words",46
Environment-Driven Lexicon Induction for High-Level Instructions,2015,"environment-driven lexicon, inducing, high-level instructions",41
Structural Representations for Learning Relations between Pairs of Texts,2015,"automated text scoring, learning relations, pairs of texts",46
Learning Semantic Representations of Users and Products for Document Level Sentiment Classification,2015,"pedagogical spell, user, product, document-level polarity classifiers",248
Towards Debugging Sentiment Lexicons,2015,"debugging, sentiment lexica",9
"Sparse, Contextually Informed Models for Irony Detection: Exploiting User Communities, Entities and Sentiment",2015,"deep models, rule-based tagger, irony markers, communities, entity, sentiment",60
Sentence-level Emotion Classification with Label and Context Dependence,2015,"sentence level emotion tags, label, context dependence",55
Co-training for Semi-supervised Sentiment Classification Based on Dual-view Bags-of-words Representation,2015,"co-training, semi-supervised sentence classification, dual-view bags-of-words representation",22
Improving social relationships in face-to-face human-agent interactions: when the agent wants to know user{'}s likes and dislikes,2015,"social relations, human-agent interaction, agent, user preference",15
Learning Word Representations from Scarce and Noisy Data with Embedding Subspaces,2015,"word representation, scarce data, noisy data, lexical subspaces",27
Automatic Spontaneous Speech Grading: A Novel Feature Derivation Technique using the Crowd,2015,"automatic spontaneous speech grading, novel feature-based approach, crowd",7
Driving {ROVER} with Segment-based {ASR} Quality Estimation,2015,"rover, segment-based asr quality estimation",15
A Hierarchical Neural Autoencoder for Paragraphs and Documents,2015,"hierarchical neural autoencoder, paragraphs, document",482
Joint Dependency Parsing and Multiword Expression Tokenization,2015,"joint dependency parsing, multiword expression filtering",31
End-to-end learning of semantic role labeling using recurrent neural networks,2015,"counterfactual, semantic case role, recurrent networks",279
Feature Optimization for Constituent Parsing via Neural Networks,2015,"optimized features, constituent syntax, neural nets",17
Identifying Cascading Errors using Constraints in Dependency Parsing,2015,"cascading errors, constraint, dependency parses",6
A Re-ranking Model for Dependency Parser with Recursive Convolutional Neural Network,2015,"reranking model, argument parser, combined convolutional neural network",40
Transition-based Neural Constituent Parsing,2015,"transition-based, neural constituent parsing",63
Feature Selection in Kernel Space: A Case Study on Dependency Parsing,2015,"feature selection, kernel space, casestudy, dependency parses",1
Semantic Role Labeling Improves Incremental Parsing,2015,"semantic case role, incremental parsing",5
Discontinuous Incremental Shift-reduce Parsing,2015,"discontinuity, buffered shift-reduce parsing",27
A Neural Probabilistic Structured-Prediction Model for Transition-Based Dependency Parsing,2015,"neural predictions, joint dependency parsing",85
Parsing Paraphrases with Joint Inference,2015,"parses, paraphrase, joint inference",7
Cross-lingual Dependency Parsing Based on Distributed Representations,2015,"cross-lingual dependency parsing, distributed representation",147
Can Natural Language Processing Become Natural Language Coaching?,2015,"natural language processing, natural language coaching",11
Machine Comprehension with Discourse Relations,2015,"machine comprehension, low-resource nmt",47
Implicit Role Linking on {C}hinese Discourse: Exploiting Explicit Roles and Frame-to-Frame Relations,2015,"implicit role binding, chinese discourse, explicit roles, frame relatedness",3
Discourse-sensitive Automatic Identification of Generic Expressions,2015,"discourse-aware, automatic identification, generic expressions",16
Model-based Word Embeddings from Decompositions of Count Matrices,2015,"word embedding model, decompositions of count matrices",54
Entity Hierarchy Embedding,2015,"entity, hierarchy embedding",54
Orthogonality of Syntax and Semantics within Distributional Spaces,2015,"orthogonality, syntax, semantics, distributional space",11
Scalable Semantic Parsing with Partial Ontologies,2015,"agent-based approach, ontologies",31
Semantic Parsing via Staged Query Graph Generation: Question Answering with Knowledge Base,2015,"semantic parses, staged query graph generation, localising, knowledge bank",440
Building a Semantic Parser Overnight,2015,syntax parser,205
Predicting Polarities of Tweets by Composing Word Embeddings with Long Short-Term Memory,2015,"polarities of tweets, word embeddings, short-term memory",188
Topic Modeling based Sentiment Analysis on Social Media for Stock Market Prediction,2015,"topic modeling, sentiment analysis, social media, user study",115
Learning Tag Embeddings and Tag-specific Composition Functions in Recursive Neural Network,2015,"tag embeddings, composition functions, recursive neural network",54
A convex and feature-rich discriminative approach to dependency grammar induction,2015,"convex, feature-rich, grammar rule induction",19
Parse Imputation for Dependency Annotations,2015,"parse imputation, dependency annotation",8
Probing the Linguistic Strengths and Limitations of Unsupervised Grammar Induction,2015,"linguistic strengths, constraint, unsupervised formal grammar",13
Entity-Centric Coreference Resolution with Model Stacking,2015,"entity-centric coreference resolution, model stacking",143
Learning Anaphoricity and Antecedent Ranking Features for Coreference Resolution,2015,"learn, anaphoricity, antecedent ranking features, coreference decisions",105
Transferring Coreference Resolvers with Posterior Regularization,2015,"coreference resolvers, posterior regularization",16
Tea Party in the House: A Hierarchical Ideal Point Topic Model and Its Application to Republican Legislators in the 112th Congress,2015,"tea party, hierarchical topic model, veridicality, 112th congress",42
"{KB}-{LDA}: Jointly Learning a Knowledge Base of Hierarchy, Relations, and Facts",2015,"kb-lda, knowledge bank, hierarchy, relation, fact",14
A Computationally Efficient Algorithm for Learning Topical Collocation Models,2015,"computationally feasible, learn, numeric attributes",2
Compositional Semantic Parsing on Semi-Structured Tables,2015,"compositional semantic parser, semi-structured data",263
Graph parsing with s-graph grammars,2015,"graph parsing, s-graph grammars",27
Sparse Overcomplete Word Vector Representations,2015,sparse text patterns,134
Learning Semantic Word Embeddings based on Ordinal Knowledge Constraints,2015,"semantic word embeddings, ordinal knowledge constraints",116
Adding Semantics to Data-Driven Paraphrasing,2015,"semantics, discourse resource",53
Parsing as Reduction,2015,"parses, reducts",44
Optimal Shift-Reduce Constituent Parsing with Structured Perceptron,2015,"shift-reduce, constituent syntax, structured perceptron",10
"A Data-Driven, Factorization Parser for {CCG} Dependency Structures",2015,"data-driven, factorization parser, ccg structures",10
Improved Semantic Representations From Tree-Structured Long Short-Term Memory Networks,2015,"pedagogical spell, tree-structured long short-term memory",2081
gen{CNN}: A Convolutional Architecture for Word Sequence Prediction,2015,"gencnn, convolutional architecture, semantic sequences",19
Neural Responding Machine for Short-Text Conversation,2015,"neural responding machine, small talk",832
Abstractive Multi-Document Summarization via Phrase Selection and Merging,2015,"abstractive multi-document summarization, phrase selection, merging",104
Joint Graphical Models for Date Selection in Timeline Summarization,2015,"cross-graph model, date selection, chart summarization",17
Predicting Salient Updates for Disaster Summarization,2015,"salient reviews, disaster summarization",47
Unsupervised Prediction of Acceptability Judgements,2015,"konceptuelle grafer, acceptability judgments",32
A Frame of Mind: Using Statistical Models for Detection of Framing and Agenda Setting Campaigns,2015,"statistic models, detecting, framing, agenda setting campaigns",67
Why discourse affects speakers{'} choice of referring expressions,2015,"discourse, speakers, relative pronouns",21
Linguistic Harbingers of Betrayal: A Case Study on an Online Strategy Game,2015,"linguistic harbingers of betrayal, ccg parser",23
Who caught a cold ? - Identifying the subject of a symptom,2015,"cold, subject of a symptom",13
Weakly Supervised Role Identification in Teamwork Interactions,2015,"weakly supervised, identity, teamwork",17
Deep Unordered Composition Rivals Syntactic Methods for Text Classification,2015,"deep unordered composition, syntactic methods, text classification",571
{SOLAR}: Scalable Online Learning Algorithms for Ranking,2015,"solar, scalable online training, ranking",11
Text Categorization as a Graph Classification Problem,2015,"classifying texts, error classification",59
Inverted indexing for cross-lingual {NLP},2015,"inverted index, cross-lingual nlp (natural language processing)",81
Multi-Task Learning for Multiple Language Translation,2015,"multi-task feature, multilingual email",365
Accurate Linear-Time {C}hinese Word Segmentation via Embedding Matching,2015,"linear-time, chronus system, embedding matching",32
Gated Recursive Neural Network for {C}hinese Word Segmentation,2015,"teamwork, chronus system",94
An analysis of the user occupational class through {T}witter content,2015,"user occupational class, twitter context",161
Tracking unbounded Topic Streams,2015,"unbounded topic streams, track",7
Inducing Word and Part-of-Speech with {P}itman-{Y}or Hidden Semi-{M}arkov Models,2015,"word, part-of-speech, pitman-yor semi-markov model",17
Coupled Sequence Labeling on Heterogeneous Annotations: {POS} Tagging as a Case Study,2015,"coupled sequence labeling, homogeneous annotations, pos tagging, casestudy",21
{A}uto{E}xtend: Extending Word Embeddings to Embeddings for Synsets and Lexemes,2015,"word embeddings, multi-view, synset, lexemes",240
Improving Evaluation of Machine Translation Quality Estimation,2015,"evaluate, machine translation quality estimation",38
Proceedings of the 27th Conference on Computational Linguistics and Speech Processing ({ROCLING} 2015),2015,"27th conference on computational linguistics and speech processing, rocling 2015",0
��ʾ���W�����g춹��ʽ�Z���ļ�ժҪ֮�о�(A Study on Representation Learning Techniques for Extractive Spoken Document Summarization) [In {C}hinese],2015,"representation learning, extractive document summarization",0
ʹ���~������ʾ�c�����YӍ����Ĵ��~���B�m�Z�����R֮�Z��ģ���{�m(Exploring Word Embedding and Concept Information for Language Model Adaptation in {M}andarin Large Vocabulary Continuous Speech Recognition) [In {C}hinese],2015,"word embedding, concept information, language model adaptation, mandarin, large-vocabulary continuous speech recognition",0
�Y�Ϧ¾��x�c�D����Ҏ����ʽ֮��ؓ��ꇷֽ⑪��춆�ͨ��Ӎ̖Դ���x(Monaural Source Separation Using Nonnegative Matrix Factorization with Graph Regularization Constraint) [In {C}hinese],2015,"monaural source separation, nonnegative matrix factorization, graph regularization constraint",1
����Ȼ�Z��̎�������аl�ǻ��Ϳ��Z�o�{ƴ��ݔ�뷨 (Smart Toneless {P}inyin Input Method for {H}akka Based on Natural Language Processing) [In {C}hinese],2015,"smart toneless pinyin input method, hakka, natural language processing",0
"��ȫ��Ԋ���ķ�����̽���c���ã��L�񡢌��̡�����W·�c��(Textual Analysis of Complete Tang Poems for Discoveries and Applications - Style, Antitheses, Social Networks, and Couplets)[In {C}hinese]",2015,"textual analysis, complete tang poems, discovery, application, css, antitheses, social network, couplets",1
Designing a Tag-Based Statistical Math Word Problem Solver with Reasoning and Explanation,2015,"tag-based english math word problem solver, reasoning, explanation",10
Explanation Generation for a Math Word Problem Solver,2015,"explanation generation, math word problem solver",0
���x���A�y���С�W���Z�Ľ̿ƕ��������n���x��֮�о�(A Study of Readability Prediction on Elementary and Secondary {C}hinese Textbooks and Excellent Extracurricular Reading Materials) [In {C}hinese],2015,"readability prediction, elementary and secondary chinese textbooks, excellent extracurricular reading materials",3
���ؐ�϶����Ԅӷ����Z�ώ��c�˶��Ĳ� (A {B}ayesian approach to determine move tags in corpus) [In {C}hinese],2015,"bayesian approach, move tags, corpus",1
�{׃�l�V�ֽ�֮����춏������Z�����R(Several Refinements of Modulation Spectrum Factorization for Robust Speech Recognition) [In {C}hinese],2015,"refinement, modulation spectrum factorization, noise robust",1
�ں϶�N�����񽛾W·�Wģ���c����g��A�Z�e�`�l���z�y֮�о�(Exploring Combinations of Various Deep Neural Network based Acoustic Models and Classification Techniques for {M}andarin Mispro-nunciation Detection)[In {C}hinese],2015,"combinations, various deep neural network, acoustic model, classification method, mandarin mis-pronunciation detection",0
͸�^�Z�����罨����춶ѯBϡ���Ծ��a�����㷨֮�����ί��з��޻����О������Ԅӻ��u��ϵ�y(Automating Behavior Coding for Distressed Couples Interactions Based on Stacked Sparse Autoencoder Framework using Speech-acoustic Features)[In {C}hinese],2015,"behavior codes, distressed couples interactions, stacked denoising autoencoder, child-produced speech",0
�Z���������С�Xģ�Ϳ�����(A Speech Enhancement System Based on Cerebellar Model Articulation Controller) [In {C}hinese],2015,"speech-enhanced, cerebellar model articulation controller",0
