Title,Year,Important Words,Citations,Log_Citations,Quartile,Novelty Score
Best Practices for Crowdsourcing Dialectal {A}rabic Speech Transcription,2015,"crowdworkers, dialectal arabic, transcription",7.0,2.079441541679836,Q2,0.4620036100112541
Joint {A}rabic Segmentation and Part-Of-Speech Tagging,2015,"arabic segmentation, part-of-speech tagging",3.0,1.3862943611198906,Q2,0.603979900251935
Multi-Reference Evaluation for Dialectal Speech Recognition System: A Study for {E}gyptian {ASR},2015,"reference-based evaluation, speech recognition system, asr (automatic speech recognition)",3.0,1.3862943611198906,Q2,0.5711435482028664
Arib@{QALB}-2015 Shared Task: A Hybrid Cascade Model for {A}rabic Spelling Error Detection and Correction,2015,"aventinus, hybrid cascade model, arabic error correction, correction",0.0,0.0,Q1,0.32703600121362725
{CUFE}@{QALB}-2015 Shared Task: {A}rabic Error Correction System,2015,"aventinus, arabic error correction system",0.0,0.0,Q1,0.5
{GWU}-{HASP}-2015@{QALB}-2015 Shared Task: Priming Spelling Candidates with Probability,2015,"gwu-hasp, qalb-2015 shared task, priming spelling candidates, probability",3.0,1.3862943611198906,Q2,0.4718740763928061
{QCMUQ}@{QALB}-2015 Shared Task: Combining Character level {MT} and Error-tolerant Finite-State Recognition for {A}rabic Spelling Correction,2015,"qcmuq@qalb-2015 shared task, character level mt, error-tolerant finite state recognition, arabic error correction",7.0,2.079441541679836,Q2,0.5
{QCRI}@{QALB}-2015 Shared Task: Correction of {A}rabic Text for Native and Non-Native Speakers{'} Errors,2015,"aventinus, arabic text, native speakers' errors, native speakers' errors",0.0,0.0,Q1,0.2668537796038384
{SAHSOH}@{QALB}-2015 Shared Task: A Rule-Based Correction Method of Common {A}rabic Native and Non-Native Speakers{'} Errors,2015,"aventinus, rule-based corrections, arabic common errors",0.0,0.0,Q1,0.0
{TECHLIMED}@{QALB}-Shared Task 2015: a hybrid {A}rabic Error Correction System,2015,"aventinus, arabic error correction system",3.0,1.3862943611198906,Q2,0.5
{UMMU}@{QALB}-2015 Shared Task: Character and Word level {SMT} pipeline for Automatic Error Correction of {A}rabic Text,2015,"aventinus, character and word level smt pipeline, automatic correction, arabic text",0.0,0.0,Q1,0.2668537796038384
Robust Part-of-speech Tagging of {A}rabic Text,2015,"part-of-speech tagging, arabic text",7.0,2.079441541679836,Q2,0.4992159923113388
Answer Selection in {A}rabic Community Question Answering: A Feature-Rich Approach,2015,"answer choices, arabic community, localising, feature-rich",4.0,1.6094379124341005,Q2,0.43261235520319913
{EDRAK}: Entity-Centric Data Resource for {A}rabic Knowledge,2015,"edrak, data resource, arabic",0.0,0.0,Q1,0.975844312027761
Proceedings of the Eighth {SIGHAN} Workshop on {C}hinese Language Processing,2015,"eighth sighan workshop, chinese language processing",0.0,0.0,Q1,0.4145865259008155
Sequential Annotation and Chunking of {C}hinese Discourse Structure,2015,"sequence annotation, chunking, chinese discourse structure",3.0,1.3862943611198906,Q2,0.4182045228913263
Create a Manual {C}hinese Word Segmentation Dataset Using Crowdsourcing Method,2015,"chronus system, crosslingual",0.0,0.0,Q1,0.6888678826702513
{C}hinese Named Entity Recognition with Graph-based Semi-supervised Learning Model,2015,"chinese entity detection, graph-based semi-supervised model",5.0,1.791759469228055,Q2,0.0
Sentence selection for automatic scoring of {M}andarin proficiency,2015,"sentence selection, automatic scoring, mandarin",2.0,1.0986122886681098,Q1,0.68150456504023
{ACB}i{MA}: Advanced {C}hinese Bi-Character Word Morphological Analyzer,2015,"acbima, chinese bi-character word, turkish morphology",3.0,1.3862943611198906,Q2,0.5
Introduction to {SIGHAN} 2015 Bake-off for {C}hinese Spelling Check,2015,"4th bakeoff, chinese spelling check",24.0,3.218875824868201,Q4,0.2198892483211376
{HANS}peller++: A Unified Framework for {C}hinese Spelling Correction,2015,"hanspeller++, unified tool, reproducible results",1.0,0.6931471805599453,Q1,0.0
Word Vector/Conditional Random Field-based {C}hinese Spelling Error Detection for {SIGHAN}-2015 Evaluation,2015,"word vector, condition random fields, chinese spelling errors, copredication",6.0,1.9459101490553128,Q2,0.9313506230470535
Introduction to a Proofreading Tool for {C}hinese Spelling Check Task of {SIGHAN}-8,2015,"proofreading tool, chinese spelling check, sighan-8",3.0,1.3862943611198906,Q2,0.2198892483211376
Overview of Topic-based {C}hinese Message Polarity Classification in {SIGHAN} 2015,2015,"topic-based chinese message, coreference data, sighan 2015",2.0,1.0986122886681098,Q1,0.4965075628831585
A Joint Model for {C}hinese Microblog Sentiment Analysis,2015,"joint model, weibo messages, sentiment analysis",2.0,1.0986122886681098,Q1,0.6637510229443558
Learning Salient Samples and Distributed Representations for Topic-Based {C}hinese Message Polarity Classification,2015,"salient samples, distributed representation, topic-based chinese message, coreference data",1.0,0.6931471805599453,Q1,0.7951236665848411
An combined sentiment classification system for {SIGHAN}-8,2015,"extracting data, sighan-8",3.0,1.3862943611198906,Q2,0.0
Linguistic Knowledge-driven Approach to {C}hinese Comparative Elements Extraction,2015,"linguistic driven approach, chinese comparative elements extraction",1.0,0.6931471805599453,Q1,0.0
A {CRF} Method of Identifying Prepositional Phrases in {C}hinese Patent Texts,2015,"crf method, iwslt-2009 mt system, chinese patent texts",1.0,0.6931471805599453,Q1,0.0
Emotion in Code-switching Texts: Corpus Construction and Analysis,2015,"emotion, code-switching texts, corpus building, analysis",28.0,3.367295829986474,Q4,0.9946792911660679
"{C}hinese in the Grammatical Framework: Grammar, Translation, and Other Applications Anonymous",2015,"chinese, grammar frameworks, grammar, translate, application",4.0,1.6094379124341005,Q2,0.14868351615018774
{KWB}: An Automated Quick News System for {C}hinese Readers,2015,"kwb, automated quick news system, chinese users",1.0,0.6931471805599453,Q1,0.0
{C}hinese Semantic Role Labeling using High-quality Syntactic Knowledge,2015,"chinese semantic role labeling, structured syntactic knowledge",3.0,1.3862943611198906,Q2,0.5152463304949791
{C}hinese Spelling Check System Based on N-gram Model,2015,"controllable style transfer, ngram model",14.0,2.70805020110221,Q3,
{NTOU} {C}hinese Spelling Check System in Sighan-8 Bake-off,2015,"controllable style transfer, domain",3.0,1.3862943611198906,Q2,0.9999999997093107
Topic-Based {C}hinese Message Sentiment Analysis: A Multilayered Analysis System,2015,"topic-based chinese message, sentiment analysis, multilayered analysis system",2.0,1.0986122886681098,Q1,0.6753400060354704
Rule-Based {W}eibo Messages Sentiment Polarity Classification towards Given Topics,2015,"beytrans, weibo messages, overtranslations, given topic",2.0,1.0986122886681098,Q1,0.5
Topic-Based {C}hinese Message Polarity Classification System at {SIGHAN}8-Task2,2015,"topic-based, chinese message polarity classification system, sighan-8",0.0,0.0,Q1,0.5737090201357876
{CT}-{SPA}: Text sentiment polarity prediction model using semi-automatically expanded sentiment lexicon,2015,"ct-spa, text sentiment, lexicon-based sentiment analysis",1.0,0.6931471805599453,Q1,0.4611631579038288
{C}hinese Microblogs Sentiment Classification using Maximum Entropy,2015,"weibo messages, extracting data, maximum entropy",1.0,0.6931471805599453,Q1,0.23371485904370604
{NDMSCS}: A Topic-Based {C}hinese Microblog Polarity Classification System,2015,"ndmscs, topic-based, weibo messages, adaptive convolution",0.0,0.0,Q1,0.5737090201357876
{NEUDM}: A System for Topic-Based Message Polarity Classification,2015,"neudm, topic-based sentiment classification",0.0,0.0,Q1,0.0
Proceedings of the Tenth Workshop on Statistical Machine Translation,2015,"tenth workshop, lightweight models",0.0,0.0,Q1,0.0
Findings of the 2015 Workshop on Statistical Machine Translation,2015,"2016 workshop, lightweight models",245.0,5.5053315359323625,Q4,0.0
Statistical Machine Translation with Automatic Identification of Translationese,2015,"lightweight models, automatic identification, translationese",8.0,2.19722457733622,Q3,0.5761987415455062
Data Selection With Fewer Words,2015,data selection,10.0,2.3978952727983707,Q3,0.6312587384125247
{DFKI}{'}s experimental hybrid {MT} system for {WMT} 2015,2015,"dfki, hybrid mt, wmt15",8.0,2.19722457733622,Q3,0.5626294217741616
"{P}ar{FDA} for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics",2015,"parfda, human dialogue modelling, benchmarks, statistics",15.0,2.772588722239781,Q3,0.5744414501492191
{CUNI} in {WMT}15: Chimera Strikes Again,2015,"cuni, wmt15, chimera",10.0,2.3978952727983707,Q3,0.6278130747726168
{C}im{S} - The {CIS} and {IMS} Joint Submission to {WMT} 2015 addressing morphological and syntactic differences in {E}nglish to {G}erman {SMT},2015,"cims, cis, ims, wmt15, morphological variations, syntactic difference, english, german, smt (statistical machine translation)",4.0,1.6094379124341005,Q2,0.8668063208234091
The Karlsruhe Institute of Technology Translation Systems for the {WMT} 2015,2015,"karlsruhe institute of technology, meanings of nouns, wmt15",3.0,1.3862943611198906,Q2,0.5
New Language Pairs in {T}ecto{MT},2015,"language-pairs, tectomt",18.0,2.9444389791664403,Q3,0.545779860261356
Tuning Phrase-Based Segmented Translation for a Morphologically Complex Target Language,2015,"phrase-based translation, morphologically complex words",4.0,1.6094379124341005,Q2,0.12709585586917788
The {AFRL}-{MITLL} {WMT}15 System: There{'}s More than One Way to Decode It!,2015,"afrl-mitll, wmt15 system, decode",7.0,2.079441541679836,Q2,0.7402536013800867
The {KIT}-{LIMSI} Translation System for {WMT} 2015,2015,"kit-limsi translation system, wmt15",4.0,1.6094379124341005,Q2,0.5
The {E}dinburgh/{JHU} Phrase-based Machine Translation Systems for {WMT} 2015,2015,"edinburgh machine translation systems, wmt15",16.0,2.833213344056216,Q3,0.0
{M}ontreal Neural Machine Translation Systems for {WMT}{'}15,2015,"montreal neural machine translation systems, wmt15",121.0,4.804021044733257,Q4,0.0
{GF} Wide-coverage {E}nglish-{F}innish {MT} system for {WMT} 2015,2015,"gf wide-coverage english-finnish mt system, wmt15",5.0,1.791759469228055,Q2,0.0
{LIMSI}@{WMT}{'}15 : Translation Task,2015,"limsi, wmt15, translation task",10.0,2.3978952727983707,Q3,0.7163359626423583
{U}d{S}-Sant: {E}nglish{--}{G}erman Hybrid Machine Translation System,2015,"uds-sant, english, german, hybrid machine translation system",13.0,2.6390573296152584,Q3,0.9821770634218094
The {RWTH} {A}achen {G}erman-{E}nglish Machine Translation System for {WMT} 2015,2015,"rwth aachen, multi-perspective fusion network, wmt15",6.0,1.9459101490553128,Q2,0.5
Exact Decoding with Multi Bottom-Up Tree Transducers,2015,"late decoding, multi bottom-up tree transducer",2.0,1.0986122886681098,Q1,0.5
{S}heffield Systems for the {F}innish-{E}nglish {WMT} Translation Task,2015,"sheffield systems, finnish-english wmt translation task",1.0,0.6931471805599453,Q1,0.5
Morphological Segmentation and {OPUS} for {F}innish-{E}nglish Machine Translation,2015,"wind, uos, finnish",6.0,1.9459101490553128,Q2,0.8386306357869721
{A}bu-{M}a{T}ran at {WMT} 2015 Translation Task: Morphological Segmentation and Web Crawling,2015,"abu-matran, wmt 2015 translation task, wind, web crawl",13.0,2.6390573296152584,Q3,0.5049250995605645
The {U}niversity of {I}llinois submission to the {WMT} 2015 Shared Translation Task,2015,"zodiac, wmt 2015 translation task",1.0,0.6931471805599453,Q1,0.0
{E}dinburgh{'}s Syntax-Based Systems at {WMT} 2015,2015,"edinburgh, talaf 2014, wmt15",4.0,1.6094379124341005,Q2,0.6116115987552269
The {FBK} Participation in the {WMT}15 Automatic Post-editing Shared Task,2015,"fbk, wmt15 automatic post-editing shared task",20.0,3.044522437723423,Q4,0.3953581686424729
{USAAR}-{SAPE}: An {E}nglish{--}{S}panish Statistical Automatic Post-Editing System,2015,"usaar, english, spanish, automatic statistical post-editing",15.0,2.772588722239781,Q3,0.9350052589455498
Why Predicting Post-Edition is so Hard? Failure Analysis of {LIMSI} Submission to the {APE} Shared Task,2015,"predicting post-edition, failure analysis, limsi, the ape shared task",6.0,1.9459101490553128,Q2,0.39254333387643514
Hierarchical Machine Translation With Discontinuous Phrases,2015,"hierarchical machine translation, discontinuous phrases",5.0,1.791759469228055,Q2,0.5047739947243702
Discontinuous Statistical Machine Translation with Target-Side Dependency Syntax,2015,"lightweight models, target-side dependency syntax",1.0,0.6931471805599453,Q1,0.0
{L}ist{N}et-based {MT} Rescoring,2015,"listnet, mt rescoring",11.0,2.4849066497880004,Q3,0.0
Results of the {WMT}15 Metrics Shared Task,2015,structured cache models,71.0,4.276666119016055,Q4,0.0
Results of the {WMT}15 Tuning Shared Task,2015,wmt15 tuning task,6.0,1.9459101490553128,Q2,0.0
Extended Translation Models in Phrase-based Decoding,2015,"multiple translation models, phrase-based decoding",4.0,1.6094379124341005,Q2,0.5279217705986495
Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models,2015,"phrase-based decoding, smm4h 2022, translation modes",13.0,2.6390573296152584,Q3,0.5279217705986495
Referential Translation Machines for Predicting Translation Quality and Related Statistics,2015,"referential translation machines, translation quality, usage statistics",14.0,2.70805020110221,Q3,0.6096351880166037
{UA}lacant word-level machine translation quality estimation system at {WMT} 2015,2015,"ualacant machine translation quality estimation, wmt15",10.0,2.3978952727983707,Q3,0.0
{QU}ality Estimation from {S}cra{TCH} ({QUETCH}): Deep Learning for Word-level Translation Quality Estimation,2015,"quality estimation from scratch (quetch), news, word-level translation evaluation",50.0,3.9318256327243257,Q4,0.9999999001322312
{LORIA} System for the {WMT}15 Quality Estimation Shared Task,2015,"loria system, wmt`13 quality estimation task",9.0,2.302585092994046,Q3,0.5
Data enhancement and selection strategies for the word-level Quality Estimation,2015,"text enrichment, selection approach, phrase-level estimation",6.0,1.9459101490553128,Q2,0.60510371094008
{USHEF} and {USAAR}-{USHEF} participation in the {WMT}15 {QE} shared task,2015,"ushef, ushef, wmt15 qe shared task",8.0,2.19722457733622,Q3,0.419890405276031
{SHEF}-{NN}: Translation Quality Estimation with Neural Networks,2015,"shef-nn, translation quality, neural nets",20.0,3.044522437723423,Q4,0.6211193838620812
Strategy-Based Technology for Estimating {MT} Quality,2015,"strategy-based technology, estimates, mt quality",5.0,1.791759469228055,Q2,0.5635982889753738
{UGENT}-{LT}3 {SCATE} System for Machine Translation Quality Estimation,2015,"ugent-lt3 scate, machine translation quality estimation",10.0,2.3978952727983707,Q3,0.6261290538883785
Multi-level Evaluation for Machine Translation,2015,"multi-level analyses, machine translate",5.0,1.791759469228055,Q2,0.3955572658164182
{VERT}a: a Linguistically-motivated Metric at the {WMT}15 Metrics Task,2015,"verta, linguistic metrics, wmt15 metrics task",5.0,1.791759469228055,Q2,0.5
{UPF}-Cobalt Submission to {WMT}15 Metrics Task,2015,"upf-cobalt, wmt15 metrics task",9.0,2.302585092994046,Q3,0.0
Machine Translation Evaluation using Recurrent Neural Networks,2015,"machine translate, evaluate, recurrent networks",16.0,2.833213344056216,Q3,0.3955572658164182
Alignment-based sense selection in {METEOR} and the {RATATOUILLE} recipe,2015,"alignment-based sense selection, meteor, ratatouille recipe",8.0,2.19722457733622,Q3,0.5059973757882628
chr{F}: character n-gram {F}-score for automatic {MT} evaluation,2015,"chrf, character n-gram, automatic mt evaluation",256.0,5.54907608489522,Q4,0.6033459029464702
{BEER} 1.1: {ILLC} {U}v{A} submission to metrics and tuning task,2015,"beer 1, illc uva, metrics, tuning",26.0,3.295836866004329,Q4,0.7559842666083517
Predicting Machine Translation Adequacy with Document Embeddings,2015,"machine translation quality, tm data project",14.0,2.70805020110221,Q3,0.6482896269960863
{L}e{BLEU}: N-gram-based Translation Evaluation Score for Morphologically Complex Languages,2015,"lebleu, n-gram-based translation evaluation score, morphologically complex words",14.0,2.70805020110221,Q3,0.0
{CASICT}-{DCU} Participation in {WMT}2015 Metrics Task,2015,"casict-dcu, wmt15 metrics task",24.0,3.218875824868201,Q4,0.5
{D}rem: The {AFRL} Submission to the {WMT}15 Tuning Task,2015,"drem, afrl, wmt15 tuning task",11.0,2.4849066497880004,Q3,0.5670782449612569
{MT} Tuning on {RED}: A Dependency-Based Evaluation Metric,2015,"mt tuning, red, dependency-based evaluation",4.0,1.6094379124341005,Q2,0.9969512195121951
Improving evaluation and optimization of {MT} systems against {MEANT},2015,"evaluate, optimization, mt system, meant",7.0,2.079441541679836,Q2,0.4443659489296991
An Investigation of Machine Translation Evaluation Metrics in Cross-lingual Question Answering,2015,"machine translate, evaluation metric, chart analysis",4.0,1.6094379124341005,Q2,0.5354176865426856
Dependency Analysis of Scrambled References for Better Evaluation of {J}apanese Translation,2015,"dependency analysis, scrambled references, evaluate, japanese translation",2.0,1.0986122886681098,Q1,0.5385449840927108
How do Humans Evaluate Machine Translation,2015,"humans, machine translate",12.0,2.5649493574615367,Q3,0.49574839272494825
Local System Voting Feature for Machine Translation System Combination,2015,"local system voting feature, machine translation system combination",11.0,2.4849066497880004,Q3,0.5
"Proceedings of the 6th Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",2015,"6th workshop, computational approach, subjectivity, sentiment, social media analysis",0.0,0.0,Q1,0.9683377490680157
Multilingual Affect Polarity and Valence Prediction in Metaphors,2015,"multilingual affect, polarity, valence prediction, metaphors",1.0,0.6931471805599453,Q1,0.3912772669521793
"Sentiment Analysis on Monolingual, Multilingual and Code-Switching {T}witter Corpora",2015,"sentiment analysis, monolingual, multilingual, code-switching, twitter corpora",38.0,3.6635616461296463,Q4,0.7663695038239555
Connotation in Translation,2015,"connotation, translate",6.0,1.9459101490553128,Q2,0.552225969058468
Enhanced {T}witter Sentiment Classification Using Contextual Information,2015,"twitter, extracting data, context parameters",34.0,3.555348061489413,Q4,0.9993002418952808
Your Sentiment Precedes You: Using an author{'}s historical tweets to predict sarcasm,2015,"sentiment, author's historical tweets, sarcasm",68.0,4.23410650459726,Q4,0.9997852244571355
Optimising Agile Social Media Analysis,2015,"agile social media science, optimising",2.0,1.0986122886681098,Q1,0.46879062662624377
Utilizing review analysis to suggest product advertisement improvements,2015,"review analysis, product advertisement improvements",3.0,1.3862943611198906,Q2,0.0
Towards Opinion Mining from Reviews for the Prediction of Product Rankings,2015,"opinion mining, review, predict, graph ranking",6.0,1.9459101490553128,Q2,0.9472388500728631
Classification of deceptive opinions using a low dimensionality representation,2015,"classification, deceptive opinions, low dimensionality representation",14.0,2.70805020110221,Q3,0.9959349593495913
Extending effect annotation with lexical decomposition,2015,"effect annotation, lexical decomposition",7.0,2.079441541679836,Q2,0.5
Analysing domain suitability of a sentiment lexicon by identifying distributionally bipolar words,2015,"domain suitability, low-resource nmt, distributionally bipolar words",16.0,2.833213344056216,Q3,0.0
{I}magisaurus: An Interactive Visualizer of Valence and Emotion in the {R}oget{'}s Thesaurus,2015,"imagisaurus, visual user interface, valence, emotion, roget thesaurus",2.0,1.0986122886681098,Q1,0.945538008916873
"Personality Traits on {T}witter{---}or{---}{H}ow to Get 1,500 Personality Tests in a Week",2015,"personal traits, twitter, personality tests",98.0,4.59511985013459,Q4,0.9993002418952808
Negation Scope Detection for {T}witter Sentiment Analysis,2015,"negation scope detection, twitter, sentiment analysis",44.0,3.80666248977032,Q4,0.8496008281953992
A Linguistically Informed Convolutional Neural Network,2015,linguistically informed convolutional neural network,12.0,2.5649493574615367,Q3,0.0
How much does word sense disambiguation help in sentiment analysis of micropost data?,2015,"word sense disambiguation, sentiment analysis, micropost data",18.0,2.9444389791664403,Q3,0.669681753718498
Predicting Ratings for New Movie Releases from {T}witter Content,2015,"rate, new movie releases, twitter context",10.0,2.3978952727983707,Q3,0.999869328018398
Beyond Sentiment: Social Psychological Analysis of Political {F}acebook Comments in {H}ungary,2015,"sentiment, sociolects, facebook posts, hungary",3.0,1.3862943611198906,Q2,0.9999999018208299
Verb-centered Sentiment Inference with Description Logics,2015,"verb-centered sentiment inference, description logic",6.0,1.9459101490553128,Q2,0.4554976576814046
Mining {HEXACO} personality traits from Enterprise Social Media,2015,"hexaco personality traits, community social media",2.0,1.0986122886681098,Q1,0.0
Opinion Holder and Target Extraction for Verb-based Opinion Predicates {--} The Problem is Not Solved,2015,"opinion holder, target extraction, verb-based opinion predicates",3.0,1.3862943611198906,Q2,0.49579657521695825
Synthetic Text Generation for Sentiment Analysis,2015,"synthetic text generation, sentiment analysis",8.0,2.19722457733622,Q3,0.6726833392773572
"Detecting speculations, contrasts and conditionals in consumer reviews",2015,"speculation, contrasts, conditionals, discourse model",10.0,2.3978952727983707,Q3,0.4675510482757619
Using Combined Lexical Resources to Identify Hashtag Types,2015,"deep lexical resources, hashtag types",2.0,1.0986122886681098,Q1,0.0
Sentiment Classification via a Response Recalibration Framework,2015,"extracting data, response recalibration framework",0.0,0.0,Q1,0.0
Proceedings of the Fourth Workshop on Vision and Language,2015,"5th workshop, vision, english",0.0,0.0,Q1,0.9950448766020957
Visually-Verifiable Textual Entailment: A Challenge Task for Combining Language and Vision,2015,"visual entailment, training task, english, vision",1.0,0.6931471805599453,Q1,0.9988119955959655
Computational Integration of Human Vision and Natural Language through Bitext Alignment,2015,"computational integration, human gaze, raw speech, bitext alignment",4.0,1.6094379124341005,Q2,0.0
Towards Reliable Automatic Multimodal Content Analysis,2015,automated content analysis,0.0,0.0,Q1,0.0
Lingusitic Analysis of Multi-Modal Recurrent Neural Networks,2015,"linguistic analyses, hierarchically-attentive rnn",4.0,1.6094379124341005,Q2,
Defining Visually Descriptive Language,2015,descriptive language,4.0,1.6094379124341005,Q2,0.5335146792320199
Semantic Tuples for Evaluation of Image to Sentence Generation,2015,"semantic tuples, evaluate, image to sentence generation",4.0,1.6094379124341005,Q2,
Image Representations and New Domains in Neural Image Captioning,2015,"item representation, new domains, neural image captioning",15.0,2.772588722239781,Q3,0.5270856140233261
Image with a Message: Towards Detecting Non-Literal Image Usages by Visual Linking,2015,"photo, message, non-literal use, visual linking",2.0,1.0986122886681098,Q1,0.24616150301040066
Visual Classifier Prediction by Distributional Semantic Embedding of Text Descriptions,2015,"visual classifier prediction, dialogue text, text descriptions",1.0,0.6931471805599453,Q1,0.5
Understanding Urban Land Use through the Visualization of Points of Interest,2015,"urban land use, visualization, points d'intérêt",6.0,1.9459101490553128,Q2,0.5628704208528382
Comparing Attribute Classifiers for Interactive Language Grounding,2015,"attribute classifiers, communicative grounding",4.0,1.6094379124341005,Q2,0.0
Generating Semantically Precise Scene Graphs from Textual Descriptions for Improved Image Retrieval,2015,"semantically precise scene graphs, text descriptions, image retrieval",142.0,4.962844630259907,Q4,0.5151482712672006
Do Distributed Semantic Models Dream of Electric Sheep? Visualizing Word Representations through Image Synthesis,2015,"distributed semantic models, electric sheep, word representation, image synthesis",2.0,1.0986122886681098,Q1,0.9790460604367739
A Weighted Combination of Text and Image Classifiers for User Gender Inference,2015,"weighted combination, text, image classifiers, user gender inference",10.0,2.3978952727983707,Q3,0.9966555183946488
Coupling Natural Language Processing and Animation Synthesis in {P}ortuguese {S}ign {L}anguage Translation,2015,"natural language processing, story generation, portuguese sign language",7.0,2.079441541679836,Q2,0.9788919402234044
Describing Spatial Relationships between Objects in Images in {E}nglish and {F}rench,2015,"spatial relations, objects, photo, english, french",11.0,2.4849066497880004,Q3,0.8628285713234611
"Proceedings of the First Workshop on Linking Computational Models of Lexical, Sentential and Discourse-level Semantics",2015,"handwriting, lexical semantics, sentential semantics, discourse semantics, workshop",0.0,0.0,Q1,0.9544191143860322
An Exploration of Discourse-Based Sentence Spaces for Compositional Distributional Semantics,2015,"vanishing gradient, functional distributional semantics",23.0,3.1780538303479458,Q4,0.0
Linking discourse modes and situation entity types in a cross-linguistic corpus study,2015,"discourse modes, situation entity types, cross-linguistic study",8.0,2.19722457733622,Q3,0.5
Recovering discourse relations: Varying influence of discourse adverbials,2015,"low-resource nmt, discourse adverbials",0.0,0.0,Q1,0.5
Semantics and Discourse Processing for Expressive {TTS},2015,"semantics, discourse processes, expressive tts",2.0,1.0986122886681098,Q1,0.20419769255735876
Semantically Enriched Models for Modal Sense Classification,2015,"semantically enriched models, modal sense classification",8.0,2.19722457733622,Q3,0.5
Identification and Disambiguation of Lexical Cues of Rhetorical Relations across Different Text Genres,2015,"identity, disambiguate, lexical cues, rhetorical relations, text genre",5.0,1.791759469228055,Q2,0.5491608105815258
Bridging Sentential and Discourse-level Semantics through Clausal Adjuncts,2015,"sentential semantics, discourse semantics, clausal adjuncts",5.0,1.791759469228055,Q2,0.5055229352450351
Lexical Level Distribution of Metadiscourse in Spoken Language,2015,"lexical level, metadiscourse, spoken language",4.0,1.6094379124341005,Q2,0.7997131740739093
Idiom Paraphrases: Seventh Heaven vs Cloud Nine,2015,"idiom paraphrases, seventh heaven, cloud nine",7.0,2.079441541679836,Q2,0.0
Where Was Alexander the Great in 325 {BC}? Toward Understanding History Text with a World Model,2015,"alexander the great, 325 bc, history text, world model",0.0,0.0,Q1,0.48292815035402104
Predicting word sense annotation agreement,2015,"word sense annotation, predicting",5.0,1.791759469228055,Q2,0.7014093950202128
Distributional Semantics in Use,2015,distributional semantics,5.0,1.791759469228055,Q2,0.23681089157960553
Proceedings of the Sixth International Workshop on Health Text Mining and Information Analysis,2015,"sixth international workshop, medical inference, information analysis",0.0,0.0,Q1,0.0
In-depth annotation for patient level liver cancer staging,2015,"annotate, patient level, liver cancer, staging",1.0,0.6931471805599453,Q1,0.9027733396945905
Predicting Continued Participation in Online Health Forums,2015,"continued participation, depression online",7.0,2.079441541679836,Q2,0.0
Redundancy in {F}rench Electronic Health Records: A preliminary study,2015,"redundancy, french electronic health records, preliminary study",3.0,1.3862943611198906,Q2,0.5046104754114067
Is it possible to recover personal health information from an automatically de-identified corpus of {F}rench {EHR}s?,2015,"personal information, word-to-phrase alignment, french ehrs",7.0,2.079441541679836,Q2,
An Analysis of Biomedical Tokenization: Problems and Strategies,2015,"biomedical tokenization, analysis, problem, strategies",0.0,0.0,Q1,0.9856687046947165
Annotation of Clinically Important Follow-up Recommendations in Radiology Reports,2015,"annotate, clinically important follow-up recommendations, radiology reports",4.0,1.6094379124341005,Q2,0.8594823785758936
On the Impact of {T}witter-based Health Campaigns: A Cross-Country Analysis of Movember,2015,"twitter-based health campaigns, cross-country analysis, movember",15.0,2.772588722239781,Q3,0.0
Exploring Word Embedding for Drug Name Recognition,2015,"word embedding, drug name recognition",34.0,3.555348061489413,Q4,0.9915254237288011
Creating a rule based system for text mining of {N}orwegian breast cancer pathology reports,2015,"rule system, situations, norwegian breast cancer pathology reports",14.0,2.70805020110221,Q3,
Parser Adaptation to the Biomedical Domain without Re-Training,2015,"parse, adaptation, biomedical domain, re-training",2.0,1.0986122886681098,Q1,0.902346196715289
Expanding a dictionary of marker words for uncertainty and negation using distributional semantics,2015,"dictionary of marker words, uncertainty, negation, distributional semantics",3.0,1.3862943611198906,Q2,0.29642842369924377
Held-out versus Gold Standard: Comparison of Evaluation Strategies for Distantly Supervised Relation Extraction from {M}edline abstracts,2015,"held-out, gold standard, evaluation strategy, eye movement control, medline",4.0,1.6094379124341005,Q2,0.6149920223496316
Checking a structured pathology report for completeness of content using terminological knowledge,2015,"structured pathology report, completeness, terminological knowledge",0.0,0.0,Q1,0.5163080342579249
Effectively Crowdsourcing Radiology Report Annotations,2015,"crowdworkers, radiology report annotations",10.0,2.3978952727983707,Q3,0.0
Identifying Key Concepts from {EHR} Notes Using Domain Adaptation,2015,"key facts, ehr notes, domain adaptation",1.0,0.6931471805599453,Q1,0.9855959846664681
Information Extraction from Biomedical Texts: Learning Models with Limited Supervision,2015,"lexical composition, biomedical text, memory models, no supervision",0.0,0.0,Q1,0.49179897514815235
Adverse Drug Event classification of health records using dictionary based pre-processing and machine learning,2015,"multiple treebanks, classification, health records, dictionary based pre-processing, machine-learning",7.0,2.079441541679836,Q2,0.9900178131998598
{NLP}{--}Based Readability Assessment of Health{--}Related Texts: a Case Study on {I}talian Informed Consent Forms,2015,"speakers' anger utterance, readability analysis, health-related texts, italian informed consent forms",10.0,2.3978952727983707,Q3,0.0
Mining and Ranking Biomedical Synonym Candidates from {W}ikipedia,2015,"mining, ranking, biomedical synonym candidates, wikipedia",25.0,3.258096538021482,Q4,0.4799970895982181
